source_domain,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
olivettemo.com,1,1,1,0,0,0,false
olmsapps.dol.gov,1,0,0,0,0,1,false
olmstedtownshipohio.gov,1,0,0,0,0,1,false
omahadailyrecord.com,1,1,1,0,0,0,false
omakcity.com,3,2,2,0,0,1,false
omro-wi.com,1,0,0,0,0,1,false
onbaseweb.pittsburgca.gov,1,1,1,0,0,0,false
oneidacityny.gov,6,6,6,0,0,0,false
onidasd.org,1,1,1,0,0,0,false
online.cityofwhittier.org,1,1,1,0,0,0,false
online.encodeplus.com,1,1,0,1,0,0,false
onondaga.gov,2,2,0,2,0,0,false
oobmaine.com,3,3,0,3,0,0,false
opendoc.cstx.gov,1,1,0,1,0,0,false
opramachine.com,4,0,0,0,0,4,false
oradell.org,3,3,2,1,0,0,false
orange-ct.gov,3,1,1,0,0,2,false
orangebeachal.gov,2,0,0,0,0,2,false
orangeburg.sc.us,5,5,1,4,0,0,false
orangetexas.gov,5,4,2,2,0,1,false
orangevillage.com,2,2,1,1,0,0,false
ordinancewatch.com,1,1,0,1,0,0,false
oregon.gov,2,2,1,1,0,0,false
oregonafscme.org,1,1,0,1,0,0,false
oregonwi.gov,1,0,0,0,0,1,false
orlandpark.legistar.com,2,2,0,2,0,0,false
orlandpark.org,3,0,0,0,0,3,false
orono.org,1,0,0,0,0,1,false
orovalleyaz.gov,3,0,0,0,0,3,false
oroville-wa.com,3,3,1,2,0,0,false
orrington.org,1,1,0,1,0,0,false
osagebeach-mo.gov,3,3,3,0,0,0,false
osagecity.com,3,3,3,0,0,0,false
osageia.org,1,1,0,1,0,0,false
osawatomieks.org,2,0,0,0,0,2,false
oscn.net,2,1,0,1,0,1,false
ose.louisiana.gov,10,10,10,0,0,0,false
oshtemo.org,2,0,0,0,0,2,false
ossipee.org,1,1,0,1,0,0,false
oswegoil.org,2,0,0,0,0,2,false
othellowa.gov,5,2,1,1,0,3,false
ottawaks.citycode.net,1,1,1,0,0,0,false
ottawaks.gov,2,2,2,0,0,0,false
ourclark.com,2,1,0,0,1,1,false
overlandmo.org,3,3,2,1,0,0,false
oxford-ct.gov,4,0,0,0,0,4,false
oxfordma.us,4,2,0,2,0,2,false
oxfordmd.gov,2,1,1,0,0,1,false
oxfordnc.community.diligentoneplatform.com,1,1,0,1,0,0,false
oxnard.gov,4,4,4,0,0,0,false
oysterbaytown.com,1,1,1,0,0,0,false
ozaukeecounty.gov,1,0,0,0,0,1,false
pa.gov,13,11,5,6,0,2,false
paauditor.gov,3,3,0,3,0,0,false
pacificmo.gov,2,2,2,0,0,0,false
pacificwa.gov,1,1,1,0,0,0,false
paducahky.gov,3,3,3,0,0,0,false
pageturnpro2.com.s3-website-us-east-1.amazonaws.com,1,0,0,0,0,1,false
painesville.com,1,1,0,0,1,0,false
palatine.il.us,1,0,0,0,0,1,false
palmbeach.novusagenda.com,1,0,0,0,0,1,false
palmertonborough.com,2,2,2,0,0,0,false
palmspringsca.gov,1,0,0,0,0,1,false
palmview.community.diligentoneplatform.com,1,1,0,1,0,0,false
panguitch.com,1,1,0,1,0,0,false
panguitchutah.gov,1,1,1,0,0,0,false
paperzz.com,1,0,0,0,0,1,false
paradisevalleyaz.legistar.com,2,1,1,0,0,1,false
paris.ky.gov,2,2,2,0,0,0,false
paristexas.gov,2,0,0,0,0,2,false
paristn.gov,2,2,2,0,0,0,false
paristwp.com,2,2,0,2,0,0,false
parkcity.org,1,0,0,0,0,1,false
parkcityks.gov,2,2,2,0,0,0,false
parkerco.gov,3,0,0,0,0,3,false
parkersd.org,1,1,1,0,0,0,false
parkridgeboro.com,2,2,0,2,0,0,false
parma.id.gov,1,0,0,0,0,1,false
parowan.gov,2,2,2,0,0,0,false
pass-christian.com,2,2,1,1,0,0,false
patagonia-az.gov,1,1,1,0,0,0,false
patagoniaregionaltimes.org,1,1,1,0,0,0,false
patch.com,2,2,0,1,1,0,false
paulsboronj.org,4,4,4,0,0,0,false
paysonaz.gov,4,0,0,0,0,4,false
paysonutah.gov,2,0,0,0,0,2,false
pbcpba.org,3,3,2,1,0,0,false
pbjcal.org,11,10,8,2,0,1,false
pdffiller.com,1,0,0,0,0,1,false
peachtree-city.org,2,0,0,0,0,2,false
pearlriverla.com,2,2,1,1,0,0,false
pelhamalabama.gov,3,0,0,0,0,3,false
pelhamny.gov,3,3,3,0,0,0,false
pelhampd.com,3,0,0,0,0,3,false
pelhamweb.com,3,0,0,0,0,3,false
pell-city.com,2,2,1,1,0,0,false
pellcity.gov,1,1,1,0,0,0,false
pelrb.nm.gov,4,3,2,1,0,1,false
pembina.govoffice.com,1,1,0,1,0,0,false
pembroke-ma.gov,3,0,0,0,0,3,false
pembroke-nh.com,3,0,0,0,0,3,false
peninsuladailynews.com,1,1,0,1,0,0,false
peqtwp.org,2,0,0,0,0,2,false
perb.delaware.gov,4,3,2,1,0,1,false
perb.ny.gov,49,48,47,1,0,1,false
perc.wa.gov,1,0,0,0,0,1,false
perry-ga.gov,3,3,2,1,0,0,false
perryvillemd.org,2,1,0,1,0,1,false
personnelboard.org,1,1,0,1,0,0,false
peru.il.us,3,3,3,0,0,0,false
pffok.org,8,8,4,4,0,0,false
pffpnc.org,1,1,0,1,0,0,false
philipsd.us,2,2,2,0,0,0,false
philomathoregon.gov,3,1,1,0,0,2,false
phl.applitrack.com,1,1,0,0,1,0,false
phoenix.gov,4,4,4,0,0,0,false
phoenixoregon.gov,1,1,1,0,0,0,false
piedmont.ca.gov,2,2,2,0,0,0,false
piercenebraska.com,1,1,0,1,0,0,false
piketonohio.gov,2,2,2,0,0,0,false
pikevilleky.gov,1,1,1,0,0,0,false
pimatown.az.gov,2,2,2,0,0,0,false
pinecitygovoffice.civicweb.net,1,1,0,1,0,0,false
pinecitymn.gov,1,1,1,0,0,0,false
pinehavenwy.govoffice2.com,2,2,0,2,0,0,false
pinehurst.novusagenda.com,2,2,0,2,0,0,false
pineislandmn.govoffice3.com,1,1,0,1,0,0,false
pinetoplakesideaz.gov,3,1,1,0,0,2,false
pineville.net,1,1,0,0,1,0,false
pinole.gov,4,4,3,1,0,0,false
pipestone-mn.municodemeetings.com,1,0,0,0,0,1,false
pittsburgca.gov,1,0,0,0,0,1,false
pittsfield-mi.gov,3,0,0,0,0,3,false
pittsfieldnh.gov,3,0,0,0,0,3,false
pittsfordvermont.com,3,3,3,0,0,0,false
pittstoncity.gov,1,0,0,0,0,1,false
pittsvillemd.gov,1,1,1,0,0,0,false
plaincityutah.gov,2,2,2,0,0,0,false
plainfieldteachers.org,1,1,0,1,0,0,false
plainviewtx.org,3,3,1,2,0,0,false
plainvillect.com,3,2,0,2,0,1,false
plaistow.com,1,0,0,0,0,1,false
plattecity.org,2,2,1,1,0,0,false
plattsmouth.org,3,3,2,1,0,0,false
play.champds.com,3,3,2,1,0,0,false
pleasanthill.com,1,1,1,0,0,0,false
pleasanthilliowa.org,2,0,0,0,0,2,false
pleasantviewut.gov,2,2,2,0,0,0,false
pleasantville-ny.gov,1,0,0,0,0,1,false
pleasantville.novusagenda.com,1,1,0,1,0,0,false
plumstead.org,1,1,0,1,0,0,false
plymouth-ma.gov,3,0,0,0,0,3,false
plymouthboroughpa.gov,2,2,2,0,0,0,false
plymouthin.com,3,3,2,1,0,0,false
plymouthnh.gov,1,1,1,0,0,0,false
plymouthoh.org,3,3,3,0,0,0,false
poam.net,2,2,0,2,0,0,false
pocatello.gov,3,2,0,2,0,1,false
polandtownoffice.org,1,1,0,1,0,0,false
polc.org,1,1,0,1,0,0,false
police.shivelyky.gov,1,1,1,0,0,0,false
policeapp.com,1,1,1,0,0,0,false
policycommons.net,2,0,0,0,0,2,false
polkcityia.gov,2,2,2,0,0,0,false
pompano.legistar.com,1,1,0,1,0,0,false
pomptonlakes-nj.gov,3,1,1,0,0,2,false
poncacityok.gov,2,2,2,0,0,0,false
pontiac.org,2,2,0,2,0,0,false
pooler-ga.gov,1,1,1,0,0,0,false
poolesvillemd.gov,3,3,3,0,0,0,false
poplarbluff-mo.gov,3,1,1,0,0,2,false
poplarvillems.gov,1,0,0,0,0,1,false
portagein.gov,2,0,0,0,0,2,false
portagemi.gov,1,1,0,1,0,0,false
portal.laserfiche.com,1,1,0,1,0,0,false
portallen.org,2,0,0,0,0,2,false
portdeposit.org,3,2,1,1,0,1,false
portjeffny.gov,1,1,1,0,0,0,false
portjervisny.gov,1,1,1,0,0,0,false
portlandct.org,2,2,1,1,0,0,false
portorford.org,2,2,2,0,0,0,false
portroyal.org,2,0,0,0,0,2,false
portsmouthri.com,1,0,0,0,0,1,false
portsmouthri.gov,3,0,0,0,0,3,false
potsdam.edu,1,1,0,0,1,0,false
poultneyvt.gov,4,4,4,0,0,0,false
poway.org,2,0,0,0,0,2,false
powd.legistar.com,1,1,0,1,0,0,false
powderspringsga.gov,4,1,1,0,0,3,false
powerdms.com,1,1,0,1,0,0,false
ppffa.org,1,0,0,0,0,1,false
pps.net,1,1,0,0,1,0,false
prairiegrovearkansas.org,1,1,1,0,0,0,false
prescottwi.gov,2,2,2,0,0,0,false
princeton.in.gov,1,1,1,0,0,0,false
princetonky.us,2,2,2,0,0,0,false
princetonmn.org,2,2,0,2,0,0,false
princetonnj.gov,1,0,0,0,0,1,false
princetonnj.legistar.com,1,1,0,1,0,0,false
princetontx.gov,2,0,0,0,0,2,false
prospect-heights.il.us,6,2,2,0,0,4,false
prospectky.gov,2,0,0,0,0,2,false
prospectparkboro.com,2,0,0,0,0,2,false
prosserwa.govoffice2.com,1,1,0,1,0,0,false
pryorcreek.org,3,0,0,0,0,3,false
psea.net,2,1,1,0,0,1,false
pths209.org,1,1,0,1,0,0,false
pub-hermosabeach.escribemeetings.com,1,0,0,0,0,1,false
pub-hollister.escribemeetings.com,1,1,0,1,0,0,false
pub-lamesa.escribemeetings.com,1,1,0,0,1,0,false
pub-sahuarita.escribemeetings.com,1,0,0,0,0,1,false
pub-santamaria.escribemeetings.com,1,1,0,1,0,0,false
pub-tuckerga.escribemeetings.com,1,1,0,1,0,0,false
pubhtml5.com,1,1,0,0,1,0,false
public.destinyhosted.com,14,14,3,9,2,0,false
public.mendota-heights.com,1,1,0,1,0,0,false
public.powerdms.com,3,2,0,2,0,1,false
publications.iowa.gov,1,1,1,0,0,0,false
pulaskitown.org,1,0,0,0,0,1,false
punxsutawneyboro.com,1,1,0,1,0,0,false
purcellok.gov,2,2,2,0,0,0,false
purcellvilleva.gov,1,1,1,0,0,0,false
pvestates.org,2,0,0,0,0,2,false
queenstown-md.com,2,2,2,0,0,0,false
radfordva.gov,2,1,1,0,0,1,false
rainsvillealabama.com,4,4,3,1,0,0,false
ramseynj.com,1,1,0,0,1,0,false
ranchesterwy.gov,2,1,0,1,0,1,false
randolphne.com,1,1,0,1,0,0,false
randolphtownvt.org,1,1,0,1,0,0,false
raritanboro.org,1,1,1,0,0,0,false
rathdrum.gov,1,1,1,0,0,0,false
raymondmaine.org,1,0,0,0,0,1,false
raymondwi.com,3,0,0,0,0,3,false
rbcalabama.com,1,0,0,0,0,1,false
readingma.gov,7,0,0,0,0,7,false
readkong.com,1,1,0,1,0,0,false
records.northandoverma.gov,1,1,1,0,0,0,false
redbanknj.org,2,0,0,0,0,2,false
redbanktn.gov,4,0,0,0,0,4,false
redfordtwp.gov,3,0,0,0,0,3,false
redlionpa.org,2,2,2,0,0,0,false
redoaktx.org,1,0,0,0,0,1,false
redrivernm.gov,1,0,0,0,0,1,false
redwoodcity.org,2,0,0,0,0,2,false
reflect-champaign.cablecast.tv,1,1,0,0,1,0,false
reflect-tst-mn.cablecast.tv,1,1,0,1,0,0,false
rehobothbeachde.gov,1,1,1,0,0,0,false
reilesacresnd.org,4,4,2,2,0,0,false
rensselaer.in.gov,2,2,2,0,0,0,false
reports.saonm.org,3,0,0,0,0,3,false
resources.finalsite.net,19,19,1,15,3,0,false
rich227.org,1,1,0,1,0,0,false
richfieldvillageohio.org,5,0,0,0,0,5,false
richlandcenterwi.gov,1,0,0,0,0,1,false
richlandwa.gov,1,0,0,0,0,1,false
richmondvt.gov,3,3,3,0,0,0,false
ridgefieldct.gov,1,1,1,0,0,0,false
ridgefieldct.org,1,1,0,1,0,0,false
ridgefieldnj.gov,3,3,3,0,0,0,false
ridgelandsc.gov,2,2,2,0,0,0,false
ridgelymd.org,1,0,0,0,0,1,false
ridleyparkborough.org,2,2,2,0,0,0,false
ridleytwp.org,1,1,0,1,0,0,false
rifleco.org,3,1,1,0,0,2,false
rigov.org,1,1,0,1,0,0,false
rindgenh.gov,4,2,2,0,0,2,false
ringwoodnj.net,1,0,0,0,0,1,false
riocommunities.net,3,0,0,0,0,3,false
riovista-ca.granicus.com,1,1,0,1,0,0,false
riovistacity.com,1,0,0,0,0,1,false
riponusd.net,1,1,0,0,1,0,false
riverdalecity.com,1,0,0,0,0,1,false
riverdalega.gov,2,0,0,0,0,2,false
riveredgenj.org,1,1,1,0,0,0,false
riverheights.gov,1,1,1,0,0,0,false
riverside.il.us,2,0,0,0,0,2,false
riversidewyo.com,1,1,0,1,0,0,false
roanokealabama.org,1,1,0,1,0,0,false
roanokerapidsnc.com,1,0,0,0,0,1,false
roanokerapidsnc.gov,3,3,3,0,0,0,false
robertsdale.org,2,2,2,0,0,0,false
robinsontexas.org,2,1,1,0,0,1,false
rochester.in.us,1,1,1,0,0,0,false
rochestermi.org,3,0,0,0,0,3,false
rochesterwi.gov,1,0,0,0,0,1,false
rockawaybeachoregon.gov,1,0,0,0,0,1,false
rockawayborough.org,2,2,1,1,0,0,false
rockawaytownship.org,3,0,0,0,0,3,false
rockfordil.gov,1,0,0,0,0,1,false
rockhallmd.com,1,1,0,1,0,0,false
rockland-ma.gov,5,0,0,0,0,5,false
rocklin.ca.us,2,2,0,2,0,0,false
rockportmaine.gov,1,1,1,0,0,0,false
rockrapids.com,1,0,0,0,0,1,false
rocktonil.gov,2,2,2,0,0,0,false
rocktonvillage.com,1,1,0,1,0,0,false
rockyhillct.gov,4,0,0,0,0,4,false
roelandpark.net,1,0,0,0,0,1,false
roelandpark.org,2,0,0,0,0,2,false
rogersvillemo.org,1,1,1,0,0,0,false
rolesvillenc.gov,3,3,3,0,0,0,false
romi.gov,3,0,0,0,0,3,false
roscoeil.gov,2,0,0,0,0,2,false
roselandnj.org,1,0,0,0,0,1,false
roselle.il.us,4,1,1,0,0,3,false
rosenbergtx.gov,2,1,0,1,0,1,false
rosevilleoh.gov,1,1,1,0,0,0,false
roundlakeil.gov,1,1,1,0,0,0,false
roysecity.com,2,1,1,0,0,1,false
rpcity.org,2,2,0,2,0,0,false
runnemedenj.org,2,2,1,1,0,0,false
rupert-idaho.com,1,1,0,1,0,0,false
russellky.net,1,0,0,0,0,1,false
russellvilleky.gov,1,1,1,0,0,0,false
s3-us-west-2.amazonaws.com,1,0,0,0,0,1,false
s3.amazonaws.com,1,1,0,1,0,0,false
s3.us-west-004.backblazeb2.com,1,1,0,1,0,0,false
sabattus.org,3,2,2,0,0,1,false
saddlebrooknj.us,2,2,0,2,0,0,false
saginawtx.novusagenda.com,1,1,0,1,0,0,false
sahuaritaaz.gov,1,0,0,0,0,1,false
sai.ok.gov,1,1,0,1,0,0,false
saintpetermn.gov,4,4,3,1,0,0,false
salemnh.gov,5,0,0,0,0,5,false
salisburync.gov,4,3,3,0,0,1,false
salisburytownshippa.org,1,0,0,0,0,1,false
sallisawok.org,1,0,0,0,0,1,false
saltilloms.org,3,0,0,0,0,3,false
sam.gov,1,1,0,1,0,0,false
sananselmo.gov,3,0,0,0,0,3,false
sandown.us,3,0,0,0,0,3,false
sandpointak.com,3,3,0,3,0,0,false
sandspringsok.gov,2,0,0,0,0,2,false
sandwich.il.us,3,0,0,0,0,3,false
sandwichmass.org,4,0,0,0,0,4,false
sanfordnc.net,1,1,0,1,0,0,false
sangertexas.org,2,0,0,0,0,2,false
sanleandro.org,1,1,0,1,0,0,false
sanluisaz.gov,2,0,0,0,0,2,false
sanmarcosca.gov,1,0,0,0,0,1,false
sanramon.ca.gov,2,2,2,0,0,0,false
santaana.granicus.com,1,1,0,0,1,0,false
santacruzca.gov,1,0,0,0,0,1,false
santamonica.gov,2,1,0,1,0,1,false
santarosanm.gov,1,1,1,0,0,0,false
sanweb.lib.msu.edu,1,1,0,1,0,0,false
sanysidronm.gov,1,1,1,0,0,0,false
saraland.org,2,0,0,0,0,2,false
saukcentre.govoffice2.com,2,2,0,2,0,0,false
saukcentremn.gov,1,1,1,0,0,0,false
saukcity.net,1,1,1,0,0,0,false
saukprairiepd.com,2,2,0,2,0,0,false
saukrapids.govoffice.com,1,0,0,0,0,1,false
sausalito.gov,2,0,0,0,0,2,false
sausalito.granicus.com,2,2,0,2,0,0,false
savmn.com,3,0,0,0,0,3,false
savvycitizenapp.com,1,0,0,0,0,1,false
sayreborough.org,2,2,2,0,0,0,false
schaumburg.novusagenda.com,2,2,1,1,0,0,false
schererville.org,2,2,2,0,0,0,false
schuylernebraska.net,2,0,0,0,0,2,false
sciotownshipmi.gov,1,0,0,0,0,1,false
scituatema.gov,3,0,0,0,0,3,false
scott-twp.com,1,1,0,1,0,0,false
scottcityks.org,2,0,0,0,0,2,false
scottsburg.municipalcodeonline.com,1,0,0,0,0,1,false
scottsvalley.gov,3,0,0,0,0,3,false
sdlocalgov.appssd.sd.gov,1,1,1,0,0,0,false
seabrooknh.info,2,2,0,2,0,0,false
seabrooktx.gov,1,0,0,0,0,1,false
sealbeachca.gov,3,1,1,0,0,2,false
seatpleasantmd.gov,2,2,2,0,0,0,false
sebastopol.planeteria-development.com,1,1,0,1,0,0,false
secure.munetrix.com,2,2,0,0,2,0,false
seiu1021.org,6,6,3,3,0,0,false
seiu1984.org,1,1,1,0,0,0,false
seiu73.org,7,7,3,4,0,0,false
selahwa.gov,4,0,0,0,0,4,false
selinsgrove.org,1,1,1,0,0,0,false
sellersburgclerk.com,1,1,1,0,0,0,false
selma-nc.com,2,2,0,2,0,0,false
senecakansas.com,4,4,0,4,0,0,false
sequimwa.gov,7,0,0,0,0,7,false
seviervilletn.org,2,0,0,0,0,2,false
seymourct.org,3,3,0,3,0,0,false
seymourin.org,3,2,1,1,0,1,false
shadycove.org,1,1,0,1,0,0,false
shaftsburyvt.gov,1,1,1,0,0,0,false
shamokincity.org,1,1,0,1,0,0,false
shannonhills.ar.gov,2,2,2,0,0,0,false
sharonhillboro.com,1,1,0,1,0,0,false
sharonma.gov,1,0,0,0,0,1,false
sharpsburgmd.com,1,1,0,1,0,0,false
shawlocal.com,3,3,0,0,3,0,false
sheffieldalabama.net,1,1,0,1,0,0,false
shelburnepdvt.org,2,2,2,0,0,0,false
shelburnevt.org,1,0,0,0,0,1,false
shelbymt.com,2,1,0,1,0,1,false
shelbytwp.org,2,0,0,0,0,2,false
shelbyvillekentucky.com,2,2,0,2,0,0,false
shelbyvilletn.org,1,1,1,0,0,0,false
shenandoahiowa.net,3,3,1,2,0,0,false
shepherdstown.gov,1,1,1,0,0,0,false
shinnstonwv.org,4,4,3,1,0,0,false
shivelyky.gov,4,4,4,0,0,0,false
shoshonecityid.gov,2,2,2,0,0,0,false
shoshonenewspress.com,1,1,0,1,0,0,false
shoshoniwyoming.org,2,2,2,0,0,0,false
shrewsburyma.gov,3,0,0,0,0,3,false
sidenote.news,1,1,0,1,0,0,false
sierramadreca.gov,4,4,4,0,0,0,false
sierravistaaz.gov,2,0,0,0,0,2,false
sierravistafirefighters.unionactive.com,1,1,0,1,0,0,false
siloamsprings.com,2,0,0,0,0,2,false
simivalley.org,2,0,0,0,0,2,false
simsbury-ct.gov,6,0,0,0,0,6,false
sinclairwyoming.com,2,2,1,1,0,0,false
siouxcenter.org,2,2,2,0,0,0,false
sites.google.com,1,1,0,1,0,0,false
skowhegan.org,3,0,0,0,0,3,false
sleepyhollowny.gov,2,0,0,0,0,2,false
smithfield-nc.com,2,2,2,0,0,0,false
smithfieldri.gov,1,0,0,0,0,1,false
smithfieldutah.gov,4,0,0,0,0,4,false
smithfieldva.gov,1,1,1,0,0,0,false
smithtownny.gov,1,1,0,1,0,0,false
smithvillemo.org,3,3,3,0,0,0,false
smjuhsd.org,1,1,0,1,0,0,false
smyrnaga.gov,1,0,0,0,0,1,false
snellville.gov,2,2,0,2,0,0,false
snellville.org,2,1,1,0,0,1,false
snohomishwa.gov,3,1,1,0,0,2,false
snowmass.gov,1,1,0,1,0,0,false
somersct.gov,2,0,0,0,0,2,false
somersetborough.com,3,3,1,2,0,0,false
somerspointgov.org,2,2,2,0,0,0,false
somerswi.gov,2,2,2,0,0,0,false
sonoraca.com,1,1,0,1,0,0,false
soudertonborough.org,1,1,1,0,0,0,false
southamboynj.gov,1,1,1,0,0,0,false
southbethany.delaware.gov,3,3,3,0,0,0,false
southbury-ct.org,3,3,0,3,0,0,false
southdaytona.org,5,0,0,0,0,5,false
southeastfestivals.org,1,1,0,1,0,0,false
southernpines.net,5,4,0,4,0,1,false
southgateky.org,3,3,3,0,0,0,false
southhadley.org,5,1,1,0,0,4,false
southhillva.org,2,1,0,1,0,1,false
southhutch.com,1,0,0,0,0,1,false
southhutchks.citycode.net,1,1,1,0,0,0,false
southington.org,1,1,1,0,0,0,false
southkingstownri.gov,4,0,0,0,0,4,false
southmiamifl.gov,3,0,0,0,0,3,false
southorange.org,2,0,0,0,0,2,false
southparktwp.com,3,3,0,3,0,0,false
southtucsonaz.gov,2,0,0,0,0,2,false
southwebercity.com,1,1,0,1,0,0,false
southwebercity.gov,1,1,0,1,0,0,false
southwhitehall.com,1,0,0,0,0,1,false
southwindsor-ct.gov,6,3,1,2,0,3,false
spartanj.org,2,0,0,0,0,2,false
spartatn.gov,2,2,2,0,0,0,false
speedwayin.gov,3,2,1,1,0,1,false
spencerma.gov,3,2,2,0,0,1,false
spencervilleoh.com,2,2,0,2,0,0,false
springdalesc.com,2,2,0,2,0,0,false
springervilleaz.gov,2,2,2,0,0,0,false
springfieldky.org,1,1,1,0,0,0,false
springfieldmontco.org,1,1,0,1,0,0,false
springfieldtn.gov,1,0,0,0,0,1,false
springfieldvt.gov,4,2,1,1,0,2,false
springgardentwp.org,2,2,0,2,0,0,false
springhillks.gov,1,1,1,0,0,0,false
springhilllouisiana.gov,2,2,2,0,0,0,false
sritownship.net,1,1,0,1,0,0,false
sslc.gov,1,0,0,0,0,1,false
staffordtx.gov,4,2,0,2,0,2,false
staging.covington-oh.gov,1,1,1,0,0,0,false
staging.ledyardct.gov,4,3,3,0,0,1,false
stalbansvt.com,2,2,0,2,0,0,false
stallingsnc.org,3,3,1,2,0,0,false
stanford.ky.gov,2,2,2,0,0,0,false
stanleycountysd.gov,1,0,0,0,0,1,false
stanleynd.com,1,1,0,1,0,0,false
stannmo.org,1,0,0,0,0,1,false
stanthony.municipalcodeonline.com,1,1,0,1,0,0,false
stanwoodwa.org,6,0,0,0,0,6,false
staples.govoffice.com,1,1,0,1,0,0,false
starbridge.ai,1,1,0,0,1,0,false
starcitywv.com,1,1,1,0,0,0,false
starvalleyaz.com,3,3,1,2,0,0,false
statereference-attachments-production.nyc3.digitaloceanspaces.com,2,0,0,0,0,2,false
statereference.com,14,12,1,11,0,2,false
static1.squarespace.com,38,38,2,35,1,0,false
staugbch.com,2,0,0,0,0,2,false
stcharlescitymo.gov,1,0,0,0,0,1,false
stcloudfl.gov,2,0,0,0,0,2,false
steamboatsprings.net,2,0,0,0,0,2,false
steeltonpa.com,1,1,0,1,0,0,false
stephens.com,1,1,0,1,0,0,false
sterling-il.gov,5,3,2,1,0,2,false
sterlingks.citycode.net,1,1,1,0,0,0,false
stewartvillemn.com,2,0,0,0,0,2,false
stfrancismn.gov,2,0,0,0,0,2,false
stfranciswi.org,1,1,1,0,0,0,false
stilwell.megatopx.com,1,1,0,1,0,0,false
stjohn.town.codes,1,0,0,0,0,1,false
stjosephmn.gov,1,1,1,0,0,0,false
stlouismi.com,3,3,0,3,0,0,false
stmartinville.gov,1,1,1,0,0,0,false
stmartinville.org,1,0,0,0,0,1,false
stmatthewsky.gov,4,4,1,3,0,0,false
stmichaelsmd.gov,1,1,1,0,0,0,false
stockton.granicus.com,1,1,0,1,0,0,false
stockton.legistar.com,1,1,0,1,0,0,false
stonington-ct.gov,3,0,0,0,0,3,false
storage.googleapis.com,32,32,0,32,0,0,false
stoughton.org,6,0,0,0,0,6,false
stowevt.gov,2,0,0,0,0,2,false
stpetebeach.org,2,0,0,0,0,2,false
strafford.nh.gov,1,1,1,0,0,0,false
strasburgva.com,2,0,0,0,0,2,false
stratfordct.gov,1,1,0,1,0,0,false
stratfordnj.org,2,2,2,0,0,0,false
streamwood.org,1,0,0,0,0,1,false
stromsburgnebraska.com,1,1,0,1,0,0,false
stroudsburgboro.com,2,2,0,2,0,0,false
sturgismi.gov,2,2,2,0,0,0,false
sturtevant-wi.gov,5,0,0,0,0,5,false
suffernny.gov,4,4,4,0,0,0,false
sullivancountyny.legistar.com,1,1,0,1,0,0,false
sullivanny.gov,1,1,0,1,0,0,false
sulphurok.city,3,3,1,2,0,0,false
sultanwa.gov,2,0,0,0,0,2,false
summerfieldnc.gov,2,2,2,0,0,0,false
summerset.us,1,0,0,0,0,1,false
sumterpd.com,1,0,0,0,0,1,false
sumtersc.gov,2,2,0,2,0,0,false
sunapeenh.gov,2,0,0,0,0,2,false
sundancetimes.com,2,1,1,0,0,1,false
sunset-hills.com,3,3,1,2,0,0,false
sunvalleyidaho.gov,1,1,1,0,0,0,false
superioraz.gov,2,0,0,0,0,2,false
superiortownship.org,3,0,0,0,0,3,false
surfcitync.gov,1,0,0,0,0,1,false
surfsidebeach.org,1,1,0,1,0,0,false
surreynd.org,1,1,1,0,0,0,false
suwanee.com,1,0,0,0,0,1,false
swagit-attachments.granicus.com,5,5,1,2,2,0,false
swanseail.org,2,1,1,0,0,1,false
swantonvt.gov,4,4,4,0,0,0,false
swarthmorepa.org,2,0,0,0,0,2,false
sweetwatertn.gov,3,3,3,0,0,0,false
swissvaleborough.com,1,1,0,1,0,0,false
symmestownship.org,1,1,0,1,0,0,false
syracusene.com,1,1,0,1,0,0,false
tamacityia.gov,1,1,1,0,0,0,false
tamaquaborough.com,3,3,3,0,0,0,false
tampa.gov,2,2,2,0,0,0,false
tamworthnh.gov,2,2,2,0,0,0,false
tamworthnh.org,1,0,0,0,0,1,false
tappahannock-va.gov,2,2,1,1,0,0,false
tarrytownny.gov,1,1,1,0,0,0,false
taylorborough.com,2,2,2,0,0,0,false
taylormillky.gov,4,4,4,0,0,0,false
taylorpress.net,1,1,0,0,1,0,false
taylortx.gov,1,0,0,0,0,1,false
tcfp.texas.gov,1,1,0,1,0,0,false
teachercontracts.conncan.org,2,0,0,0,0,2,false
tecumsehok.org,1,0,0,0,0,1,false
ted.cviog.uga.edu,17,17,0,1,16,0,false
tegacaysc.org,2,2,2,0,0,0,false
telfordborough.org,1,0,0,0,0,1,false
tequesta.org,2,0,0,0,0,2,false
tetoniaidaho.com,3,3,1,2,0,0,false
tewksbury-ma.gov,6,0,0,0,0,6,false
thealmanac.net,1,1,0,1,0,0,false
thecityofportland.net,3,3,3,0,0,0,false
thermopoliswy.gov,3,3,3,0,0,0,false
thetelegraph.com,1,1,0,1,0,0,false
thetfordvt.gov,1,0,0,0,0,1,false
thetownofstonewall.com,3,3,3,0,0,0,false
thevillageok.gov,2,0,0,0,0,2,false
thomasville.org,1,1,0,1,0,0,false
thompsonny.gov,1,1,0,1,0,0,false
thornebay-ak.gov,2,0,0,0,0,2,false
threeforksmontana.us,3,3,3,0,0,0,false
tifton.net,1,1,0,1,0,0,false
tijerasnm.gov,2,2,2,0,0,0,false
tildenne.com,3,3,1,2,0,0,false
timnath.civicweb.net,2,2,0,2,0,0,false
