source_domain,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
cumberlandri.gov,2,0,0,0,0,2,false
cumrutownship.com,2,2,0,2,0,0,false
currycountynm.gov,2,0,0,0,0,2,false
cutbankpioneerpress.com,1,1,0,1,0,0,false
cwa1031.org,1,1,0,1,0,0,false
d16k74nzx9emoe.cloudfront.net,1,1,0,1,0,0,false
d2kbkoa27fdvtw.cloudfront.net,2,2,0,2,0,0,false
d3ciwvs59ifrt8.cloudfront.net,1,1,0,1,0,0,false
d3n9y02raazwpg.cloudfront.net,40,35,1,33,1,5,false
daconoco.gov,3,2,2,0,0,1,false
dadecityfl.civicweb.net,4,4,1,3,0,0,false
dailydispatch.com,1,0,0,0,0,1,false
dailyherald.com,2,2,0,2,0,0,false
dailyleader.com,1,1,0,0,1,0,false
dalharttx.gov,2,1,1,0,0,1,false
dallasga.gov,2,0,0,0,0,2,false
dalycity.org,2,0,0,0,0,2,false
dam.assets.ohio.gov,94,93,61,32,0,1,false
danversma.gov,3,3,3,0,0,0,false
danvillein.gov,3,3,3,0,0,0,false
danvilleky.org,3,1,0,1,0,2,false
danvillevt.gov,3,0,0,0,0,3,false
daphneal.com,3,0,0,0,0,3,false
darbymt.net,2,2,0,2,0,0,false
darienct.gov,3,0,0,0,0,3,false
dartmouthma.gov,3,2,1,1,0,1,false
data.mo.gov,1,1,1,0,0,0,false
davidcityne.com,2,2,1,1,0,0,false
daytonky.com,1,1,1,0,0,0,false
daytonva.us,3,0,0,0,0,3,false
dbshores.org,2,1,1,0,0,1,false
dca.georgia.gov,3,2,0,2,0,1,false
decatur.civicweb.net,2,2,0,2,0,0,false
decatur.novusagenda.com,1,1,0,1,0,0,false
dedham-ma.gov,2,0,0,0,0,2,false
deerfield.granicus.com,1,1,0,1,0,0,false
defuniaksprings.net,2,0,0,0,0,2,false
dehayf5mhw1h7.cloudfront.net,1,1,0,1,0,0,false
delcocog.wordpress.com,5,5,0,3,2,0,false
delhitownshipmi.gov,1,1,0,1,0,0,false
delrionews.com,1,1,1,0,0,0,false
delta.creativecirclecdn.com,1,1,0,1,0,0,false
delta.utah.gov,1,0,0,0,0,1,false
deltajunction.us,2,2,2,0,0,0,false
demopolisal.gov,1,1,1,0,0,0,false
denisonia.com,2,2,0,2,0,0,false
denisontx.gov,1,1,1,0,0,0,false
dentonisd.org,2,1,0,1,0,1,false
dentonmaryland.com,2,1,0,1,0,1,false
denver.legistar.com,1,1,0,1,0,0,false
deperewi.gov,1,1,1,0,0,0,false
derbyvt.org,2,2,1,1,0,0,false
derrynh.gov,4,0,0,0,0,4,false
derrytownship.org,1,1,0,1,0,0,false
desotomo.com,1,0,0,0,0,1,false
desperesmo.org,2,0,0,0,0,2,false
detroitlakesmn.govoffice3.com,3,2,0,2,0,1,false
detroitmi.gov,1,1,1,0,0,0,false
dewittmi.gov,1,1,1,0,0,0,false
dewitttownship.gov,2,2,0,2,0,0,false
dhaz.gov,1,0,0,0,0,1,false
dhaz.granicus.com,1,1,0,1,0,0,false
diamondhead.ms.gov,2,0,0,0,0,2,false
diamondvillewyo.com,3,3,0,3,0,0,false
diberville.ms.us,2,1,1,0,0,1,false
dickinsontexas.gov,3,3,3,0,0,0,false
dicksoncity-pa.gov,1,1,1,0,0,0,false
digitalarchives.wa.gov,1,1,1,0,0,0,false
dillinghamak.us,2,0,0,0,0,2,false
district65.net,1,1,0,1,0,0,false
districtheights.org,3,0,0,0,0,3,false
dixongov.com,6,0,0,0,0,6,false
dlg.usg.edu,7,7,0,3,4,0,false
dobbsferry.com,1,1,0,1,0,0,false
docs.cityofbrenham.org,2,2,0,2,0,0,false
docs.elkridgecity.org,2,2,2,0,0,0,false
docs.elsegundo.org,1,1,0,1,0,0,false
docs.google.com,1,1,0,1,0,0,false
docs.steamboatsprings.net,1,1,0,1,0,0,false
docs.stjvt.com,3,3,0,3,0,0,false
documentcloud.org,1,1,1,0,0,0,false
doczz.net,2,0,0,0,0,2,false
dodgevillewi.gov,1,0,0,0,0,1,false
doe.mass.edu,1,0,0,0,0,1,false
dol.ny.gov,3,3,0,3,0,0,false
donaldoregon.gov,3,3,3,0,0,0,false
dorrtownship.com,1,1,0,1,0,0,false
douglasaz.gov,3,1,1,0,0,2,false
dover-foxcroft.org,3,1,1,0,0,2,false
doverboroughpa.com,3,3,0,3,0,0,false
downingtown.org,1,0,0,0,0,1,false
doylestownpa.org,2,2,0,2,0,0,false
dracutma.gov,6,0,0,0,0,6,false
draytonnd.com,1,1,0,1,0,0,false
driggsidaho.org,1,1,1,0,0,0,false
drive.google.com,25,24,1,22,1,1,false
dropbox.com,5,5,0,5,0,0,false
drydenvillageny.gov,2,0,0,0,0,2,false
dublinohiousa.gov,1,1,0,1,0,0,false
dublintown.org,2,0,0,0,0,2,false
dumfries.granicus.com,1,1,1,0,0,0,false
duncanaz.us,2,2,2,0,0,0,false
dundeecity.org,1,1,0,1,0,0,false
dundeevillagemi.gov,1,0,0,0,0,1,false
dunwoodyga.gov,2,0,0,0,0,2,false
dupagecounty.gov,1,1,0,1,0,0,false
dupontwa.gov,4,1,0,1,0,3,false
durangoco.gov,2,0,0,0,0,2,false
durangogov.org,1,0,0,0,0,1,false
durant.org,5,1,0,1,0,4,false
duvallwa.gov,3,0,0,0,0,3,false
dvlnd.com,1,0,0,0,0,1,false
eab.iowa.gov,23,22,14,8,0,1,false
eaglegrove.gov,2,2,2,0,0,0,false
eaglene.gov,1,1,1,0,0,0,false
eastbridgewaterma.gov,7,0,0,0,0,7,false
eastchicago.com,5,5,0,4,1,0,false
eastgoshen.org,3,3,0,3,0,0,false
eastgrandforks.gov,3,3,3,0,0,0,false
eastgreenwichri.gov,5,0,0,0,0,5,false
eastgrmi.gov,3,1,1,0,0,2,false
easthaddam.org,3,1,1,0,0,2,false
easthamptonct.gov,2,0,0,0,0,2,false
easthartfordct.gov,5,3,3,0,0,2,false
easthaven-ct.gov,2,2,2,0,0,0,false
easthelenamt.us,2,2,2,0,0,0,false
eastlampetertownship.org,2,2,0,2,0,0,false
eastlongmeadowma.gov,3,0,0,0,0,3,false
eastmontpeliervt.org,1,1,1,0,0,0,false
eastpennsd.org,1,1,0,1,0,0,false
eastpointga.gov,1,1,1,0,0,0,false
eastpointga.new.swagit.com,1,0,0,0,0,1,false
eastport-me.gov,2,2,2,0,0,0,false
eastridgetn.gov,6,3,0,3,0,3,false
eastrutherfordnj.net,1,0,0,0,0,1,false
eastwhiteland.org,1,0,0,0,0,1,false
eastwindsor-ct.gov,2,1,1,0,0,1,false
eatonville-wa.gov,3,3,3,0,0,0,false
ecasd.us,1,1,0,1,0,0,false
ecode360.com,329,0,0,0,0,329,false
ecommons.cornell.edu,34,32,10,22,0,2,false
economyborough.org,1,1,0,1,0,0,false
edgewaterco.gov,1,0,0,0,0,1,false
edgewoodky.gov,1,1,1,0,0,0,false
edinboro.net,2,2,0,2,0,0,false
edinburgh.in.us,2,2,2,0,0,0,false
edmonstonmd.gov,1,1,1,0,0,0,false
egovlink.com,2,2,0,1,1,0,false
ehop.org,1,1,0,1,0,0,false
eldoks.gov,4,2,2,0,0,2,false
elgintexas.gov,2,0,0,0,0,2,false
elizabethcitync.gov,3,3,1,2,0,0,false
elkins.arkansas.gov,3,3,2,1,0,0,false
elkonewmarketmn.gov,1,1,1,0,0,0,false
elkpoint.org,2,0,0,0,0,2,false
elktonsd.com,2,2,1,1,0,0,false
ellendale.delaware.gov,1,1,1,0,0,0,false
ellendalend.gov,3,3,3,0,0,0,false
ellettsville.in.us,4,4,4,0,0,0,false
ellington-ct.gov,3,2,1,1,0,1,false
ellisville.mo.us,3,0,0,0,0,3,false
ellsworthks.net,2,2,0,2,0,0,false
elmgrovewi.org,5,3,2,1,0,2,false
elmhurst205.org,2,2,0,2,0,0,false
elmonteca.gov,2,0,0,0,0,2,false
elmwoodpark.org,1,1,0,1,0,0,false
eloyaz.gov,2,0,0,0,0,2,false
elpasotexas.gov,1,1,0,1,0,0,false
elrb.illinois.gov,2,1,0,1,0,1,false
elrenook.gov,5,1,0,1,0,4,false
elsegundo.gov,2,0,0,0,0,2,false
eltownhall.com,3,2,0,2,0,1,false
elwood-in.com,1,1,0,1,0,0,false
emerson-village.nebraska.gov,2,2,1,1,0,0,false
emeryville.org,4,0,0,0,0,4,false
emmetsburg.lib.ia.us,1,1,1,0,0,0,false
employee.siloamsprings.com,1,1,1,0,0,0,false
emrb.nv.gov,10,9,9,0,0,1,false
enfield-ct.gov,3,0,0,0,0,3,false
enfieldnh.gov,1,0,0,0,0,1,false
englewoodgov.civicweb.net,3,3,2,1,0,0,false
ennismontana.org,5,1,1,0,0,4,false
ennistx.civicweb.net,2,2,0,2,0,0,false
ennistx.gov,1,1,0,1,0,0,false
enterpriseutah.org,1,1,1,0,0,0,false
ephrata.org,1,0,0,0,0,1,false
eppingnh.gov,1,0,0,0,0,1,false
epsilon.creativecirclecdn.com,1,1,0,1,0,0,false
epsomnh.gov,1,0,0,0,0,1,false
erd.dli.mt.gov,2,1,0,1,0,1,false
essexct.gov,4,0,0,0,0,4,false
essexvt.gov,3,0,0,0,0,3,false
eufaulaalabama.com,3,0,0,0,0,3,false
eureka-mt.gov,1,1,1,0,0,0,false
eurekasd.com,1,1,0,1,0,0,false
evanscolorado.gov,2,2,1,1,0,0,false
evansdale.govoffice.com,1,1,0,1,0,0,false
evansvillewi.gov,1,0,0,0,0,1,false
evergreenpark-ill.com,4,0,0,0,0,4,false
evocloud-prod3-public.s3.us-east-2.amazonaws.com,3,2,0,2,0,1,false
evogov.s3.amazonaws.com,1,1,0,1,0,0,false
evogov.s3.us-west-2.amazonaws.com,4,4,1,3,0,0,false
evscschools.com,1,1,0,1,0,0,false
excelsiorsprings.novusagenda.com,1,1,0,1,0,0,false
exeternh.gov,6,1,1,0,0,5,false
exeterri.gov,1,0,0,0,0,1,false
exmore.org,2,2,0,2,0,0,false
fairburyne.org,2,2,2,0,0,0,false
fairfield-me.gov,2,2,2,0,0,0,false
fairfield.ca.gov,1,0,0,0,0,1,false
fairfield.novusagenda.com,1,1,0,1,0,0,false
fairfieldbayar.com,3,3,1,2,0,0,false
fairfieldct.qscend.com,2,1,1,0,0,1,false
fairhaven-ma.gov,4,4,3,1,0,0,false
fairhavennj.org,3,3,3,0,0,0,false
fairhavenvt.gov,3,3,3,0,0,0,false
fairhopeal.gov,2,0,0,0,0,2,false
fairmont.org,2,2,1,1,0,0,false
fairmountheightsmd.gov,2,1,1,0,0,1,false
fairoaksranchtx.org,2,2,1,1,0,0,false
fairportharbor.org,1,0,0,0,0,1,false
fairview-tn.org,1,1,1,0,0,0,false
fairviewmt.com,1,1,0,1,0,0,false
fallschurch-va.granicus.com,1,1,0,1,0,0,false
fallschurchva.gov,3,0,0,0,0,3,false
fallscitynebraska.org,2,2,2,0,0,0,false
falmouthma.gov,5,0,0,0,0,5,false
farmgov.com,3,3,0,3,0,0,false
farmingdalevillage.gov,1,1,1,0,0,0,false
farmington-ct.org,4,0,0,0,0,4,false
farmington-maine.org,1,1,0,1,0,0,false
farmington.nh.us,1,1,1,0,0,0,false
farmvilleva.gov,1,0,0,0,0,1,false
fatetx.gov,1,1,0,1,0,0,false
faulktonsd.com,4,4,1,3,0,0,false
fayetteville-ga.gov,5,5,2,3,0,0,false
fayettevillewv.gov,3,3,3,0,0,0,false
fcjournal.net,1,1,0,1,0,0,false
fclib.org,1,0,0,0,0,1,false
fedheights.org,1,0,0,0,0,1,false
fentontownship.org,1,0,0,0,0,1,false
ferrisburghvt.org,4,4,2,2,0,0,false
festusmo.gov,4,4,3,1,0,0,false
files-backend.assets.thrillshare.com,19,16,2,14,0,3,false
files.amlegal.com,1,1,0,1,0,0,false
files.cityofredding.gov,1,1,1,0,0,0,false
files.culpeperva.gov,3,2,1,1,0,1,false
files.frontdeskgworks.com,2,2,0,2,0,0,false
files.heygov.com,10,9,2,7,0,1,false
files.hollister.ca.gov,1,1,1,0,0,0,false
files.lasvegasnevada.gov,3,3,3,0,0,0,false
files.mainetown.com,2,0,0,0,0,2,false
files.municipalone.com,3,3,1,2,0,0,false
fillmoreca.gov,4,1,0,1,0,3,false
fillmoreutah.gov,2,1,1,0,0,1,false
fire.org,1,1,1,0,0,0,false
firebaugh.org,4,3,3,0,0,1,false
firestoneco.gov,3,2,2,0,0,1,false
flauditor.gov,1,1,0,1,0,0,false
fletchernc.org,3,2,1,1,0,1,false
fliphtml5.com,2,1,0,1,0,1,false
florenceaz.gov,4,0,0,0,0,4,false
floridacityfl.gov,1,0,0,0,0,1,false
folcroftborough.com,1,1,1,0,0,0,false
fontanaca.gov,2,1,0,1,0,1,false
fop.org,1,1,0,1,0,0,false
forestacres.net,2,2,0,2,0,0,false
forestheightsmd.gov,1,1,1,0,0,0,false
forestpark.net,7,0,0,0,0,7,false
forkstownship.org,2,2,0,2,0,0,false
formannd.com,2,2,0,2,0,0,false
forms.wytheville.org,1,1,0,1,0,0,false
forneytx.gov,6,6,4,2,0,0,false
forsythmt.info,3,3,0,3,0,0,false
fortcalhoun.org,2,2,2,0,0,0,false
fortfairfield.org,1,1,1,0,0,0,false
fortluptonco.gov,2,1,1,0,0,1,false
fortmadison-ia.com,3,1,0,1,0,2,false
fortmadisonpd.com,1,1,1,0,0,0,false
fortmillsc.gov,3,2,1,1,0,1,false
fortmitchell.com,2,2,2,0,0,0,false
fortogov.com,1,1,0,1,0,0,false
fortpayne.org,3,3,3,0,0,0,false
fortpierre.com,2,2,2,0,0,0,false
fortthomasky.org,2,2,2,0,0,0,false
fortwrightky.gov,2,2,2,0,0,0,false
fountaincolorado.org,1,0,0,0,0,1,false
fountainhillsaz.gov,4,4,2,2,0,0,false
foxboroughma.gov,2,2,2,0,0,0,false
foxlake.org,4,3,3,0,0,1,false
fpdcops.com,1,1,1,0,0,0,false
framinghamma.gov,3,0,0,0,0,3,false
frankfort-in.gov,4,4,4,0,0,0,false
franklin-townshipohio.gov,2,2,2,0,0,0,false
franklin.in.gov,1,1,1,0,0,0,false
franklinlakes.org,1,1,0,1,0,0,false
franklinpa.gov,3,3,3,0,0,0,false
franklintownshipnj.org,2,0,0,0,0,2,false
franniewy.govoffice2.com,2,2,0,2,0,0,false
fraser.k12.mi.us,1,1,0,1,0,0,false
frasercitymi.gov,3,0,0,0,0,3,false
frederica.delaware.gov,2,2,2,0,0,0,false
frederickco.gov,5,1,1,0,0,4,false
fredericktownohio.net,1,1,1,0,0,0,false
fredoniaaz.gov,2,2,2,0,0,0,false
fredoniaks.org,1,0,0,0,0,1,false
freeholdboroughnj.gov,4,4,4,0,0,0,false
freemanjournal.net,1,1,0,1,0,0,false
freeportmaine.com,1,0,0,0,0,1,false
fremont.gov,3,0,0,0,0,3,false
fremont.nh.gov,3,2,2,0,0,1,false
frenchtownmi.gov,1,0,0,0,0,1,false
fridayharbor.org,5,0,0,0,0,5,false
friendsville.org,3,3,1,2,0,0,false
frontroyalva.com,3,2,0,1,1,1,false
fruita.org,2,0,0,0,0,2,false
fruitheights.gov,2,1,1,0,0,1,false
fruitland.org,3,3,1,2,0,0,false
fruitlandpark.org,2,0,0,0,0,2,false
fryeburgmaine.org,1,0,0,0,0,1,false
fscity.org,2,0,0,0,0,2,false
funkstown.com,1,0,0,0,0,1,false
fwps.org,1,1,0,1,0,0,false
ga-jesup.civicplus.com,1,1,0,1,0,0,false
gainesville.tx.us,4,1,0,1,0,3,false
galenaks.gov,2,2,2,0,0,0,false
garfieldmi.gov,2,1,0,1,0,1,false
garlandutah.gov,2,2,2,0,0,0,false
garretsongazette.com,2,2,0,2,0,0,false
garrettsville.org,2,2,1,1,0,0,false
gatesvilletx.com,3,3,1,2,0,0,false
gateway.ifionline.org,4,4,0,4,0,0,false
gbtribune.com,1,1,0,0,1,0,false
gcc.sco.ca.gov,1,1,0,1,0,0,false
geneseetwpmi.gov,2,2,0,2,0,0,false
geneseony.org,1,1,1,0,0,0,false
geneva.il.us,1,1,0,1,0,0,false
genevane.org,2,2,2,0,0,0,false
genoa.org,1,1,1,0,0,0,false
genoaohio.org,2,2,2,0,0,0,false
gentryar.gov,3,3,3,0,0,0,false
georgetown-mi.gov,1,0,0,0,0,1,false
gering.org,1,0,0,0,0,1,false
gettysburgpa.gov,3,0,0,0,0,3,false
gibsonburgohio.org,1,1,1,0,0,0,false
gibsonvillenc.org,6,5,3,2,0,1,false
gilfordnh.gov,1,0,0,0,0,1,false
gilfordpd.gov,1,0,0,0,0,1,false
gilfordrec.com,1,0,0,0,0,1,false
gilmantonnh.gov,1,0,0,0,0,1,false
girardkansas.gov,2,0,0,0,0,2,false
gladespringva.org,3,3,2,1,0,0,false
glasgowcourier.com,1,1,0,1,0,0,false
glassboro.schoolboard.net,1,1,0,1,0,0,false
glastonburyct.gov,1,0,0,0,0,1,false
glenburn.org,1,1,1,0,0,0,false
glencarbonil.gov,2,2,0,2,0,0,false
glencoemn.org,3,3,3,0,0,0,false
glendalewv.gov,2,2,2,0,0,0,false
glennheightstx.gov,5,0,0,0,0,5,false
glenoldenborough.com,1,0,0,0,0,1,false
glenpoolonline.com,2,0,0,0,0,2,false
glenridgenj.org,2,2,2,0,0,0,false
glenrocknj.net,3,3,0,3,0,0,false
glenvillewv.gov,1,1,1,0,0,0,false
gluckstadtms.org,1,0,0,0,0,1,false
go.boarddocs.com,11,0,0,0,0,11,false
gocolumbiamo.legistar.com,1,1,0,1,0,0,false
goddardks.gov,1,0,0,0,0,1,false
godfreyil.org,1,1,1,0,0,0,false
goeldorado.com,2,2,0,0,2,0,false
goffstownnh.gov,1,0,0,0,0,1,false
goldbeachoregon.gov,2,2,2,0,0,0,false
goldsboronc.gov,2,2,2,0,0,0,false
gonzalesla.com,3,0,0,0,0,3,false
goodlandks.gov,1,1,1,0,0,0,false
goodlettsville.gov,4,2,0,2,0,2,false
gorhammaine.gov,2,2,2,0,0,0,false
gorockingham.com,1,1,0,1,0,0,false
govdocs.nebraska.gov,1,1,1,0,0,0,false
governmentjobs.com,4,4,0,1,3,0,false
grafton-ma.gov,2,1,1,0,0,1,false
granbury.org,1,1,0,1,0,0,false
granby-ct.gov,3,0,0,0,0,3,false
grandchutewi.gov,3,3,1,2,0,0,false
grandhaven.org,3,3,1,2,0,0,false
grandhaven.s3.amazonaws.com,1,0,0,0,0,1,false
grandislevt.org,2,2,2,0,0,0,false
grandrapidsmi.gov,2,0,0,0,0,2,false
grangerwashington.org,2,0,0,0,0,2,false
grangeville.us,2,2,2,0,0,0,false
granthamnh.gov,3,3,3,0,0,0,false
grantnebraska.com,2,2,1,1,0,0,false
grantvalkaria.org,1,0,0,0,0,1,false
granvilleschools.org,1,1,0,1,0,0,false
greatbendks.gov,2,1,1,0,0,1,false
greatbendks.net,2,2,0,0,2,0,false
greatneckvillage.gov,2,2,2,0,0,0,false
greencovesprings.com,2,0,0,0,0,2,false
greenland.nh.gov,2,1,1,0,0,1,false
greenvilleal.gov,1,0,0,0,0,1,false
greenwichct.gov,3,3,3,0,0,0,false
greenwood.delaware.gov,2,2,2,0,0,0,false
greenwoodla.org,2,2,2,0,0,0,false
greenwoodvillage.com,2,1,1,0,0,1,false
gretnane.org,1,1,0,1,0,0,false
gridley.ca.us,3,0,0,0,0,3,false
grinnelliowa.gov,1,1,1,0,0,0,false
grotonsd.gov,1,1,1,0,0,0,false
grovecityonline.com,3,2,1,1,0,1,false
groverbeach.org,3,0,0,0,0,3,false
grundycenter.com,3,3,0,3,0,0,false
gsaindexed.apps.lara.state.mi.us,4,4,1,3,0,0,false
guadalupeaz.org,2,0,0,0,0,2,false
gulfport.granicus.com,1,1,0,1,0,0,false
gulfportpolice.com,1,0,0,0,0,1,false
gulfshoresal.gov,4,3,1,2,0,1,false
gunnisoncityutah.org,1,0,0,0,0,1,false
gustavus-ak.gov,2,0,0,0,0,2,false
gwinnernd.com,3,3,1,2,0,0,false
hackettstown.net,2,1,1,0,0,1,false
haddonhts.com,2,0,0,0,0,2,false
haileycityhall.org,2,2,0,2,0,0,false
halfmoonbay.gov,2,0,0,0,0,2,false
hallowell.govoffice.com,1,1,0,1,0,0,false
hamden.com,3,0,0,0,0,3,false
hamiltonnj.com,3,1,0,1,0,2,false
hampdenmaine.gov,1,1,1,0,0,0,false
hampsteadnh.us,3,0,0,0,0,3,false
hamptonchronicle.com,1,1,0,1,0,0,false
hamptonnh.gov,7,1,0,1,0,6,false
hanover-ma.gov,5,2,2,0,0,3,false
hanovermn.gov,1,1,1,0,0,0,false
hanovermn.org,2,1,1,0,0,1,false
hanovernh.org,3,3,2,1,0,0,false
hanoverparkillinois.org,2,2,2,0,0,0,false
hanovertownship.com,1,1,0,1,0,0,false
hardwickvt.gov,2,2,2,0,0,0,false
harlowton.municipalimpact.com,2,2,1,1,0,0,false
harperwoodscity.org,1,1,0,1,0,0,false
harpswell.govoffice.com,1,1,0,1,0,0,false
harrington.delaware.gov,2,1,1,0,0,1,false
harrisburgnc.gov,1,1,0,1,0,0,false
harrisburgnc.org,1,1,0,1,0,0,false
harrison-ny.gov,1,0,0,0,0,1,false
harrodsburgky.gov,2,0,0,0,0,2,false
hartford-vt.org,6,0,0,0,0,6,false
hartfordsd.us,2,1,0,1,0,1,false
hartlandvt.gov,2,2,1,1,0,0,false
hartselle.org,1,1,0,1,0,0,false
hartsellecity.smartsiteshost.com,1,1,0,1,0,0,false
harveynd.com,1,1,0,1,0,0,false
haskellar.gov,3,3,3,0,0,0,false
hastingsmi.gov,3,3,3,0,0,0,false
hatton.govoffice.com,1,0,0,0,0,1,false
hattonnd.com,1,1,0,1,0,0,false
havelocknc.us,2,2,2,0,0,0,false
haverfordtownship.org,1,1,0,1,0,0,false
havtwp.org,1,0,0,0,0,1,false
haydenid.net,1,0,0,0,0,1,false
hazennd.gov,3,2,2,0,0,1,false
hcsd.iu5.org,2,2,0,2,0,0,false
hdl.handle.net,2,2,0,2,0,0,false
healdsburg.gov,1,1,1,0,0,0,false
hebersprings.gov,1,0,0,0,0,1,false
heberut.gov,2,1,1,0,0,1,false
hebron.municipalimpact.com,2,2,2,0,0,0,false
hebronct.com,2,2,1,1,0,0,false
hebronnd.org,1,1,1,0,0,0,false
hebronvillage.org,3,3,3,0,0,0,false
helenamt.gov,1,0,0,0,0,1,false
hellertownborough.org,4,4,1,3,0,0,false
hempsteadny.gov,1,0,0,0,0,1,false
hendersontn.gov,2,2,2,0,0,0,false
hendersontx.us,2,0,0,0,0,2,false
hendersonvillenc.gov,2,2,1,1,0,0,false
henlopenacres.delaware.gov,1,1,1,0,0,0,false
henniker.org,1,1,0,1,0,0,false
henrycountyva.gov,1,1,0,1,0,0,false
henryetta.gov,2,2,2,0,0,0,false
hereford-tx.com,1,0,0,0,0,1,false
hermantownmn.com,1,1,0,1,0,0,false
hermosabeach.gov,1,0,0,0,0,1,false
hermosabeach.legistar.com,1,1,0,1,0,0,false
heyburn.id.gov,2,2,2,0,0,0,false
hgcity.org,2,0,0,0,0,2,false
hhky.com,2,2,0,2,0,0,false
hhoh.org,2,0,0,0,0,2,false
hhparkdistrict.org,1,1,0,1,0,0,false
hialeahfl.gov,1,1,0,1,0,0,false
hiawatha-iowa.com,3,3,0,3,0,0,false
hickman.ne.gov,1,0,0,0,0,1,false
hickoryhillsil.org,2,2,1,1,0,0,false
highergov.com,1,1,0,1,0,0,false
highgatevt.org,3,3,3,0,0,0,false
highland.in.gov,2,2,2,0,0,0,false
highlandil.gov,3,3,3,0,0,0,false
highlandparkmi.gov,2,2,2,0,0,0,false
highlandtwp.net,2,2,0,0,2,0,false
highlandvillage.org,2,0,0,0,0,2,false
highsprings.gov,2,2,2,0,0,0,false
hightstownborough.com,2,2,2,0,0,0,false
hillsboroks.citycode.net,1,1,0,1,0,0,false
hillsborough.net,4,0,0,0,0,4,false
hillsboroughnh.org,2,2,1,1,0,0,false
hillsdalenj.org,1,1,0,1,0,0,false
hilltown.org,3,3,1,2,0,0,false
hiltonheadislandsc.gov,3,1,1,0,0,2,false
hiltonny.gov,3,3,3,0,0,0,false
hinesburg.org,3,2,2,0,0,1,false
hingham-ma.gov,6,0,0,0,0,6,false
hmpgloballearningnetwork.com,1,1,0,0,1,0,false
hobbsschools.net,1,1,0,1,0,0,false
hohny.gov,3,1,0,1,0,2,false
hoisingtonks.citycode.net,1,1,1,0,0,0,false
hoisingtonks.org,1,1,0,1,0,0,false
holbrookaz.gov,1,1,1,0,0,0,false
holdenma.gov,2,0,0,0,0,2,false
holdenvillecityhall.com,1,1,0,1,0,0,false
hollismaine.org,1,0,0,0,0,1,false
hollisnh.gov,1,0,0,0,0,1,false
hollisnh.org,1,0,0,0,0,1,false
hollyspringsnc.gov,2,0,0,0,0,2,false
hollyvillage.org,3,3,2,1,0,0,false
holmdeltownship.com,3,2,0,2,0,1,false
honeapathsc.com,1,1,0,1,0,0,false
hooksett.org,4,2,1,1,0,2,false
hooper.municipalcodeonline.com,1,0,0,0,0,1,false
hoopercity.gov,1,1,1,0,0,0,false
hopewellva.gov,5,2,1,1,0,3,false
hopkinton-nh.gov,2,0,0,0,0,2,false
horiconwi.gov,1,1,1,0,0,0,false
horseheads.org,1,0,0,0,0,1,false
horsham.org,1,1,0,1,0,0,false
howardsgrovewi.gov,3,3,3,0,0,0,false
howlandtownship.org,1,1,0,1,0,0,false
hr.sao.texas.gov,1,1,0,1,0,0,false
hssd.community.diligentoneplatform.com,1,1,0,1,0,0,false
hudsonnh.gov,6,0,0,0,0,6,false
hudsonville.org,1,0,0,0,0,1,false
hudsonwi.gov,3,0,0,0,0,3,false
hueytownal.gov,1,1,0,1,0,0,false
hugook.com,1,1,0,1,0,0,false
huntertown.org,2,2,2,0,0,0,false
huntingburg-in.gov,1,1,1,0,0,0,false
huntingdontn.com,1,1,0,1,0,0,false
huntington.in.us,2,2,2,0,0,0,false
huntley.diligent.community,1,1,0,1,0,0,false
huntsvillearkansas.org,1,0,0,0,0,1,false
hurontownshipmi.civicweb.net,1,1,0,1,0,0,false
hurstbourne.org,2,2,2,0,0,0,false
huttofirefighters.org,1,1,0,1,0,0,false
hyrumcity.gov,2,0,0,0,0,2,false
iaff851.org,1,0,0,0,0,1,false
ibew1245.com,3,3,1,2,0,0,false
ibew375.org,1,1,0,1,0,0,false
ibew702.org,2,2,1,1,0,0,false
ibrattleboro.com,2,2,0,2,0,0,false
icops.org,2,2,0,2,0,0,false
il-pontiac.civicplus.com,1,0,0,0,0,1,false
ilcourtsaudio.blob.core.windows.net,1,1,0,1,0,0,false
ilga.gov,1,1,0,1,0,0,false
illinoiscourts.gov,1,1,0,1,0,0,false
illinoispolicy.org,1,0,0,0,0,1,false
ilrb.illinois.gov,32,27,11,16,0,5,false
img1.wsimg.com,26,24,3,21,0,2,false
imperialbeachca.gov,5,1,0,1,0,4,false
in.gov,13,13,6,7,0,0,false
indianharbourbeach.org,3,1,1,0,0,2,false
indianheadmd.govoffice2.com,2,2,0,2,0,0,false
indiantown.novusagenda.com,1,1,1,0,0,0,false
indiantrail.org,1,0,0,0,0,1,false
indio.civicweb.net,2,2,0,2,0,0,false
indio.org,1,0,0,0,0,1,false
info.cityoflex.com,2,0,0,0,0,2,false
inglesidetx.gov,2,1,1,0,0,1,false
inkomcity.org,3,3,3,0,0,0,false
ione.ca.gov,2,0,0,0,0,2,false
iowacolonytx.gov,1,0,0,0,0,1,false
iowala.org,3,3,1,2,0,0,false
ipswich-sd.com,2,2,0,2,0,0,false
ipswichma.gov,3,1,0,1,0,2,false
ironmountainmi.gov,2,2,2,0,0,0,false
irp-cdn.multiscreensite.com,2,2,0,2,0,0,false
irp.cdn-website.com,9,5,2,3,0,4,false
irshores.com,3,3,0,3,0,0,false
islamorada.fl.us,3,0,0,0,0,3,false
