extraction_result_id,canonical_payload_id,candidate_id,linkage_basis
EXTEXTRACT-1599cdef940f369d58f41a16,EXTPAYLOAD-d17bfeaaab62065deb095344,EXTCAND-425f66799b5d4bf17dc232db,readiness_preserved_lineage
EXTEXTRACT-e3985e201dc1ceffa3c78713,EXTPAYLOAD-d18658c24836fe329e91d863,EXTCAND-1fc7e767323175a9598d986d,readiness_preserved_lineage
EXTEXTRACT-168e4a2153fa4b981271405d,EXTPAYLOAD-d186be34df6f03e64a0c00cc,EXTCAND-a80fb3d8099f0bf59c32c64e,readiness_preserved_lineage
EXTEXTRACT-82f7327a7130c686214ba8d5,EXTPAYLOAD-d186e116a0f873e28777fd6f,EXTCAND-1c88490bdc39d6ee41276886,readiness_preserved_lineage
EXTEXTRACT-8285c1f7d5edb53ef75d6a0f,EXTPAYLOAD-d18f3cfa7146b4081b1f4564,EXTCAND-43c34bf59408176c65e3c435,readiness_preserved_lineage
EXTEXTRACT-6217b6427ff951ec2deff8c6,EXTPAYLOAD-d190c57463f1f7633b6275d9,RESCAND-5a89428247dce20fc00f73ae,readiness_preserved_lineage
EXTEXTRACT-55808d4de222d4c3212d4a37,EXTPAYLOAD-d19428b622647e826b96eab7,RESCAND-675032a6af34cf62c1a6cdf9,readiness_preserved_lineage
EXTEXTRACT-253c0d5d99f1b9bcc4563641,EXTPAYLOAD-d19674f2a815964c8199d98a,EXTCAND-1d665e6efbdfc84084da7ab9,readiness_preserved_lineage
EXTEXTRACT-1138bc2c80f1299506aea270,EXTPAYLOAD-d19e066a6be3f08076151550,EXTCAND-da9f533cafc111997ef0840e,readiness_preserved_lineage
EXTEXTRACT-f2632fdd8651ac6f8d295458,EXTPAYLOAD-d19e95d1aecd7ce180c017d9,RESCAND-2d326aaab1860e91018bee24,readiness_preserved_lineage
EXTEXTRACT-90aa3e1904537d8b8e64b45d,EXTPAYLOAD-d19eec3a07e43edc3e12265c,RESCAND-c9b8a8d8ec7f8188f6ad1f74,readiness_preserved_lineage
EXTEXTRACT-18904635503638094b2fae38,EXTPAYLOAD-d19fb71e9af7bf375b6b335b,RESCAND-df17833f48e706f96dfc893a,readiness_preserved_lineage
EXTEXTRACT-ab816e042145ce6cbf859532,EXTPAYLOAD-d1a5b82e3143026d1ca97fc9,EXTCAND-12d3bea345ee17379b9ca864,readiness_preserved_lineage
EXTEXTRACT-2e38e25610668e46ee64e134,EXTPAYLOAD-d1a63d354a43dfc4abff0b06,EXTCAND-1b4309f4374edc51138c0bda,readiness_preserved_lineage
EXTEXTRACT-cabd94c471054b4403cd7582,EXTPAYLOAD-d1ad5dd891ca6e5ea2f11929,EXTCAND-ef04e433969c8049e509a60b,readiness_preserved_lineage
EXTEXTRACT-d96e298b33cab15974463b7d,EXTPAYLOAD-d1b8b95c65975ed46ffb9d63,EXTCAND-e295d08297a65b3bc7f9024c,readiness_preserved_lineage
