extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-36f482bf811305ab3a32e234,EXTPAYLOAD-bad8b701eb9d04401ab56119,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-c02171a933b42a2d12645612,EXTPAYLOAD-bae4d3c53d23af064992d424,,readiness_preserved_lineage
EXTEXTRACT-694227730e8edd608be94590,EXTPAYLOAD-bae826f0484f7898c663dcaf,,readiness_preserved_lineage
EXTEXTRACT-694227730e8edd608be94590,EXTPAYLOAD-bae826f0484f7898c663dcaf,,readiness_preserved_lineage
EXTEXTRACT-694227730e8edd608be94590,EXTPAYLOAD-bae826f0484f7898c663dcaf,,readiness_preserved_lineage
EXTEXTRACT-694227730e8edd608be94590,EXTPAYLOAD-bae826f0484f7898c663dcaf,,readiness_preserved_lineage
EXTEXTRACT-694227730e8edd608be94590,EXTPAYLOAD-bae826f0484f7898c663dcaf,,readiness_preserved_lineage
EXTEXTRACT-28cf521b8880161a0ec5da01,EXTPAYLOAD-baed3db58f6a7cff828a88a4,,readiness_preserved_lineage
EXTEXTRACT-28cf521b8880161a0ec5da01,EXTPAYLOAD-baed3db58f6a7cff828a88a4,,readiness_preserved_lineage
