municipality,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
Abbeville,3,3,0,0,0,false
Abbotsford,1,0,1,0,0,false
Aberdeen,3,1,2,0,0,false
Abilene,2,0,2,0,0,false
Abingdon,1,0,1,0,0,false
Abington,4,1,3,0,0,false
Abita Springs,2,2,0,0,0,false
Absecon,3,3,0,0,0,false
Acton,5,0,5,0,0,false
Acworth,5,4,1,0,0,false
Ada,4,2,2,0,0,false
Adams,1,1,0,0,0,false
Addis,4,4,0,0,0,false
Adel,1,0,1,0,0,false
Afton,2,2,0,0,0,false
Agoura Hills,1,1,0,0,0,false
Aiken,2,2,0,0,0,false
Ainsworth,2,2,0,0,0,false
Airway Heights,2,1,1,0,0,false
Alabaster,1,1,0,0,0,false
Alachua,2,2,0,0,0,false
Alamo,2,2,0,0,0,false
Alamosa,1,1,0,0,0,false
Albany,2,0,2,0,0,false
Albemarle,2,0,2,0,0,false
Alberton,3,3,0,0,0,false
Albertville,3,0,3,0,0,false
Albia,2,2,0,0,0,false
Albion,4,4,0,0,0,false
Albuquerque,1,1,0,0,0,false
Alburgh,2,2,0,0,0,false
Alcester,1,1,0,0,0,false
Alcoa,2,1,1,0,0,false
Aleknagik,1,1,0,0,0,false
Alexander City,2,0,2,0,0,false
Alexandria,1,1,0,0,0,false
Algona,1,0,1,0,0,false
Alice,1,1,0,0,0,false
Allegan,1,1,0,0,0,false
Allendale,1,1,0,0,0,false
Allendale charter,1,1,0,0,0,false
Allenstown,3,1,2,0,0,false
Alliance,2,0,2,0,0,false
Alma,3,3,0,0,0,false
Alpena,3,3,0,0,0,false
Alpharetta,1,1,0,0,0,false
Alpine,1,1,0,0,0,false
Alsip,4,3,0,1,0,false
Altavista,1,1,0,0,0,false
Alton,2,2,0,0,0,false
Alva,3,3,0,0,0,false
Alvin,3,3,0,0,0,false
Ambler,1,1,0,0,0,false
Ambridge,1,0,1,0,0,false
American,1,1,0,0,0,false
American Falls,2,2,0,0,0,false
Amery,2,2,0,0,0,false
Amherst,5,5,0,0,0,false
Amite City,2,1,1,0,0,false
Amity,3,1,2,0,0,false
Amityville,2,1,1,0,0,false
Anadarko,1,0,1,0,0,false
Anamosa,1,1,0,0,0,false
Andalusia,1,1,0,0,0,false
Anderson,5,5,0,0,0,false
Andover,5,1,4,0,0,false
Andrews,2,2,0,0,0,false
Angel Fire,1,1,0,0,0,false
Angier,2,0,2,0,0,false
Angleton,1,1,0,0,0,false
Angola,1,1,0,0,0,false
Angoon,2,2,0,0,0,false
Anna,4,1,3,0,0,false
Anniston,2,2,0,0,0,false
Ansted,2,2,0,0,0,false
Anthony,2,2,0,0,0,false
Antioch,2,1,1,0,0,false
Antwerp,1,1,0,0,0,false
Apache Junction,3,1,2,0,0,false
Apex,1,0,1,0,0,false
Appomattox,2,2,0,0,0,false
Arab,1,1,0,0,0,false
Arcadia,4,4,0,0,0,false
Arcanum,2,2,0,0,0,false
Archbald,2,0,2,0,0,false
Archdale,1,1,0,0,0,false
Arco,2,2,0,0,0,false
Arden,2,2,0,0,0,false
Arden Hills,2,2,0,0,0,false
Ardmore,2,2,0,0,0,false
Argusville,1,1,0,0,0,false
Arkansas City,2,1,1,0,0,false
Arlington,2,2,0,0,0,false
Armour,1,0,1,0,0,false
Artesia,4,0,4,0,0,false
Asbury,2,1,1,0,0,false
Asheboro,1,1,0,0,0,false
Ashland,6,2,4,0,0,false
Ashland City,1,1,0,0,0,false
Aspen,2,1,1,0,0,false
Atchison,2,2,0,0,0,false
Athena,2,2,0,0,0,false
Athens,5,5,0,0,0,false
Athol,4,1,3,0,0,false
Atkinson,4,2,2,0,0,false
Atlanta,1,1,0,0,0,false
Atlantic Beach,1,1,0,0,0,false
Atoka,2,0,2,0,0,false
Atqasuk,1,1,0,0,0,false
Attalla,1,1,0,0,0,false
Auburn,9,3,6,0,0,false
Audubon,2,2,0,0,0,false
Augusta,1,1,0,0,0,false
Ault,1,0,1,0,0,false
Aumsville,2,1,1,0,0,false
Aurora,5,2,2,1,0,false
Austell,1,1,0,0,0,false
Austin,1,1,0,0,0,false
Austintown,3,3,0,0,0,false
Avenal,4,3,1,0,0,false
Avon,4,3,1,0,0,false
Avon Park,2,0,2,0,0,false
Azle,4,4,0,0,0,false
Aztec,1,1,0,0,0,false
Azusa,2,0,2,0,0,false
Babylon,1,1,0,0,0,false
Bainville,2,2,0,0,0,false
Baker,1,1,0,0,0,false
Baldwin,6,4,2,0,0,false
Baldwin Park,2,0,2,0,0,false
Baldwinsville,1,0,1,0,0,false
Ball,3,0,3,0,0,false
Baltimore,2,2,0,0,0,false
Bandon,3,0,3,0,0,false
Banks,1,1,0,0,0,false
Bar Harbor,1,1,0,0,0,false
Bar Nunn,3,3,0,0,0,false
Barboursville,2,1,1,0,0,false
Bardstown,3,2,1,0,0,false
Barling,2,0,2,0,0,false
Barnstead,2,1,1,0,0,false
Barnwell,2,2,0,0,0,false
Barrington,9,7,2,0,0,false
Barton,1,1,0,0,0,false
Basalt,2,0,2,0,0,false
Basehor,2,1,1,0,0,false
Bastrop,1,1,0,0,0,false
Batavia,4,2,2,0,0,false
Batesburg-Leesville,3,1,2,0,0,false
Batesville,5,4,1,0,0,false
Bath,5,4,1,0,0,false
Battlefield,3,0,3,0,0,false
Baxter,2,0,2,0,0,false
Baxter Springs,2,2,0,0,0,false
Bay City,5,0,5,0,0,false
Bay Harbor Islands,2,0,2,0,0,false
Bay Minette,3,0,3,0,0,false
Bay St. Louis,1,1,0,0,0,false
Bayard,3,3,0,0,0,false
Bayfield,1,0,1,0,0,false
Bayside,1,1,0,0,0,false
Beach,2,1,1,0,0,false
Beach Park,1,1,0,0,0,false
Beachwood,1,0,1,0,0,false
Bear River,1,1,0,0,0,false
Beaumont,2,1,1,0,0,false
Beavercreek,1,1,0,0,0,false
Beaverton,3,3,0,0,0,false
Becker,3,3,0,0,0,false
Bedford,7,1,6,0,0,false
Beebe,1,1,0,0,0,false
Beech Grove,2,2,0,0,0,false
Beekman,1,1,0,0,0,false
Beeville,1,1,0,0,0,false
Bel Aire,1,1,0,0,0,false
Belchertown,3,0,3,0,0,false
Belding,1,1,0,0,0,false
Belgrade,3,2,1,0,0,false
Belington,1,1,0,0,0,false
Bella Vista,1,1,0,0,0,false
Belle,2,2,0,0,0,false
Belle Isle,1,1,0,0,0,false
Belle Plaine,1,1,0,0,0,false
Bellefontaine Neighbors,1,1,0,0,0,false
Bellefonte,4,4,0,0,0,false
Belleview,1,1,0,0,0,false
Belleville,2,2,0,0,0,false
Bellevue,2,1,1,0,0,false
Bellingham,5,0,5,0,0,false
Bellmawr,2,1,1,0,0,false
Bellows Falls,1,0,1,0,0,false
Bellwood,2,2,0,0,0,false
Belmont,5,3,2,0,0,false
Belton,4,4,0,0,0,false
Belvidere,2,0,2,0,0,false
Benbrook,3,1,2,0,0,false
Bennet,1,1,0,0,0,false
Bennettsville,2,2,0,0,0,false
Bennington,4,4,0,0,0,false
Bensalem,1,0,1,0,0,false
Bensenville,3,0,3,0,0,false
Benton,4,4,0,0,0,false
Benton charter,3,3,0,0,0,false
Benwood,1,1,0,0,0,false
Berea,2,0,2,0,0,false
Beresford,1,1,0,0,0,false
Berkeley,2,2,0,0,0,false
Berkeley Heights,3,3,0,0,0,false
Berlin,5,3,2,0,0,false
Bernardsville,2,2,0,0,0,false
Berthold,1,1,0,0,0,false
Berwick,5,5,0,0,0,false
Berwyn,1,1,0,0,0,false
Berwyn Heights,1,1,0,0,0,false
Bessemer,2,1,1,0,0,false
Bethany,2,0,2,0,0,false
Bethel,4,2,1,1,0,false
Bethlehem,1,0,1,0,0,false
Beulah,1,1,0,0,0,false
Beverly Hills,3,3,0,0,0,false
Big Lake,2,1,1,0,0,false
Big Rapids,1,0,1,0,0,false
Big Sandy,1,1,0,0,0,false
Big Spring,2,1,1,0,0,false
Big Stone Gap,2,2,0,0,0,false
Billerica,1,0,1,0,0,false
Bisbee,1,0,1,0,0,false
Bishopville,2,1,1,0,0,false
Black Diamond,2,0,2,0,0,false
Black Jack,2,2,0,0,0,false
Black River Falls,2,1,1,0,0,false
Blackfoot,2,1,1,0,0,false
Blackstone,2,0,2,0,0,false
Blades,1,1,0,0,0,false
Blaine,3,0,3,0,0,false
Blair,1,0,1,0,0,false
Blanchard,1,1,0,0,0,false
Bloom,1,1,0,0,0,false
Bloomer,2,1,1,0,0,false
Bloomfield,9,4,5,0,0,false
Bloomington,5,1,4,0,0,false
Bloomington City,1,1,0,0,0,false
Blue Ash,1,1,0,0,0,false
Blue Springs,2,0,2,0,0,false
Bluefield,1,1,0,0,0,false
Blythe,4,4,0,0,0,false
Blytheville,1,0,1,0,0,false
Blythewood,1,1,0,0,0,false
Boardman,5,5,0,0,0,false
Boerne,2,1,1,0,0,false
Bogota,2,1,1,0,0,false
Bolivar,6,4,2,0,0,false
Bonner Springs,2,1,1,0,0,false
Bonners Ferry,2,0,2,0,0,false
Boone,2,1,1,0,0,false
Booneville,3,3,0,0,0,false
Boonsboro,2,2,0,0,0,false
Boonton,2,0,2,0,0,false
Boonville,3,2,1,0,0,false
Boscawen,3,3,0,0,0,false
Boscobel,2,2,0,0,0,false
Bosque Farms,2,0,2,0,0,false
Bottineau,1,1,0,0,0,false
Boulder,1,0,0,1,0,false
Bourbonnais,1,1,0,0,0,false
Bourne,4,1,3,0,0,false
Bow,2,0,2,0,0,false
Bowers,1,1,0,0,0,false
Bradford,4,4,0,0,0,false
Bradley,3,3,0,0,0,false
Brandon,1,1,0,0,0,false
Branford,3,0,3,0,0,false
Brattleboro,1,1,0,0,0,false
Brazil,2,2,0,0,0,false
Breaux Bridge,2,2,0,0,0,false
Bremen,1,0,1,0,0,false
Brenham,1,1,0,0,0,false
Brentwood,9,5,4,0,0,false
Brevard,2,0,2,0,0,false
Brewster,3,1,2,0,0,false
Briarcliff Manor,2,2,0,0,0,false
Brick,1,0,1,0,0,false
Bridgeport,2,2,0,0,0,false
Bridger,1,1,0,0,0,false
Bridgeton,3,0,3,0,0,false
Bridgeview,1,1,0,0,0,false
Bridgeville,2,2,0,0,0,false
Bridgewater,3,2,1,0,0,false
Bridgton,1,1,0,0,0,false
Brigantine,2,0,2,0,0,false
Brigham City,2,2,0,0,0,false
Brighton,4,3,1,0,0,false
Bristol,9,5,4,0,0,false
Bristow,3,3,0,0,0,false
Britton,1,1,0,0,0,false
Broadus,1,1,0,0,0,false
Brockport,2,2,0,0,0,false
Brodhead,1,1,0,0,0,false
Broken Bow,1,1,0,0,0,false
Brookfield,8,7,1,0,0,false
Brookhaven,7,4,3,0,0,false
Brookland,3,2,1,0,0,false
Brookline,4,3,1,0,0,false
Brooklyn,3,1,2,0,0,false
Brooksville,1,0,1,0,0,false
Brownsville,2,1,1,0,0,false
Brownwood,3,1,2,0,0,false
Brunswick,6,3,3,0,0,false
Brush,1,1,0,0,0,false
Bryant,1,0,1,0,0,false
Buckeye,1,1,0,0,0,false
Buckhannon,2,2,0,0,0,false
Buckley,3,1,2,0,0,false
Bucksport,1,1,0,0,0,false
Bucyrus,1,1,0,0,0,false
Buena Park,1,0,1,0,0,false
Buena Vista,6,4,2,0,0,false
Buffalo,3,2,1,0,0,false
Buffalo Grove,1,1,0,0,0,false
Buford,1,1,0,0,0,false
Buhl,1,1,0,0,0,false
Bullhead City,1,1,0,0,0,false
Bunnell,3,0,3,0,0,false
Burlington,12,3,9,0,0,false
Burns,1,1,0,0,0,false
Burnsville,3,3,0,0,0,false
Burr Ridge,2,1,1,0,0,false
Burrillville,3,2,1,0,0,false
Butler,3,3,0,0,0,false
Butner,1,0,1,0,0,false
Buxton,1,1,0,0,0,false
Byhalia,1,1,0,0,0,false
Byron,2,2,0,0,0,false
Cadillac,2,2,0,0,0,false
Calais,1,1,0,0,0,false
Caldwell,3,1,2,0,0,false
Caledonia,3,3,0,0,0,false
Calera,7,3,4,0,0,false
Calhoun,3,3,0,0,0,false
California City,3,2,1,0,0,false
Calimesa,3,3,0,0,0,false
Calumet,1,1,0,0,0,false
Camanche,1,0,1,0,0,false
Cambridge,1,1,0,0,0,false
Camden,3,3,0,0,0,false
Cameron,2,2,0,0,0,false
Camillus,3,3,0,0,0,false
Camp Hill,1,1,0,0,0,false
Camp Verde,1,1,0,0,0,false
Campbellsville,2,0,2,0,0,false
Campton,3,2,1,0,0,false
Canaan,3,0,3,0,0,false
Canandaigua,1,1,0,0,0,false
Cando,2,2,0,0,0,false
Canfield,1,1,0,0,0,false
Cannon Beach,4,0,4,0,0,false
Cannon Falls,1,0,1,0,0,false
Canton,13,3,10,0,0,false
Canton charter,3,0,3,0,0,false
Canyon,1,0,1,0,0,false
Canyon Lake,1,1,0,0,0,false
Canyonville,2,2,0,0,0,false
Cape Elizabeth,1,0,1,0,0,false
Capitola,2,0,2,0,0,false
Carefree,2,2,0,0,0,false
Carencro,2,2,0,0,0,false
Carey,3,3,0,0,0,false
Carl Junction,1,1,0,0,0,false
Carlin,2,2,0,0,0,false
Carlisle,3,1,2,0,0,false
Carnation,2,1,0,1,0,false
Carnegie,2,2,0,0,0,false
Carpinteria,2,2,0,0,0,false
Carrboro,2,1,1,0,0,false
Carrington,1,1,0,0,0,false
Carrizozo,2,2,0,0,0,false
Carroll,1,1,0,0,0,false
Carrollton,2,2,0,0,0,false
Carson,1,0,1,0,0,false
Carter Lake,1,1,0,0,0,false
Carthage,2,2,0,0,0,false
Caruthersville,1,1,0,0,0,false
Carver,5,5,0,0,0,false
Cary,3,1,2,0,0,false
Cascade,3,3,0,0,0,false
Casco,1,1,0,0,0,false
Caseyville,1,1,0,0,0,false
Castle Dale,1,1,0,0,0,false
Castle Pines,1,1,0,0,0,false
Castle Rock,4,2,2,0,0,false
Castle Shannon,1,1,0,0,0,false
Castleton,1,1,0,0,0,false
Castlewood,3,3,0,0,0,false
Catoosa,1,1,0,0,0,false
Cave City,4,4,0,0,0,false
Cave Creek,3,1,2,0,0,false
Cave Springs,2,0,2,0,0,false
Cayce,1,1,0,0,0,false
Cañon City,2,2,0,0,0,false
Cecil,1,1,0,0,0,false
Cecilton,3,3,0,0,0,false
Cedar Creek,1,1,0,0,0,false
Cedar Grove,1,0,1,0,0,false
Cedar Hills,2,2,0,0,0,false
Cedar Lake,4,4,0,0,0,false
Cedaredge,1,0,1,0,0,false
Center,2,2,0,0,0,false
Center Point,2,2,0,0,0,false
Centerton,1,0,1,0,0,false
Centerville,1,0,1,0,0,false
Centralia,4,0,4,0,0,false
Centre,1,1,0,0,0,false
Centreville,3,0,3,0,0,false
Ceredo,1,1,0,0,0,false
Ceres,1,1,0,0,0,false
Ceresco,1,1,0,0,0,false
Chadron,1,0,1,0,0,false
Chagrin Falls,2,2,0,0,0,false
Chama,2,0,2,0,0,false
Chamblee,1,1,0,0,0,false
Champaign City,1,1,0,0,0,false
Channahon,3,3,0,0,0,false
Chanute,2,2,0,0,0,false
Chariton,1,1,0,0,0,false
Charles City,2,2,0,0,0,false
Charles Town,1,1,0,0,0,false
Charleston,6,6,0,0,0,false
Charlestown,5,4,1,0,0,false
Charlotte,3,2,1,0,0,false
Charlton,3,0,3,0,0,false
Chase City,3,3,0,0,0,false
Chaska,1,1,0,0,0,false
Chatham,5,1,2,2,0,false
Chattahoochee,1,1,0,0,0,false
Cheboygan,3,3,0,0,0,false
Checotah,2,2,0,0,0,false
Cheektowaga,1,1,0,0,0,false
Chehalis,3,1,2,0,0,false
Chelan,1,0,1,0,0,false
Chelmsford,3,0,3,0,0,false
Chelsea,1,1,0,0,0,false
Cheney,1,1,0,0,0,false
Cheraw,1,0,1,0,0,false
Cherokee,2,0,2,0,0,false
Cherokee Village,1,1,0,0,0,false
Cherry Hill,1,0,1,0,0,false
Cherry Hills Village,2,1,1,0,0,false
Cherry Valley,2,0,2,0,0,false
Cherryvale,1,1,0,0,0,false
Chesapeake,2,0,2,0,0,false
Cheshire,4,1,3,0,0,false
Chester,4,4,0,0,0,false
Chesterfield,4,0,4,0,0,false
Chesterton,5,1,4,0,0,false
Cheswold,1,1,0,0,0,false
Chevy Chase,1,0,1,0,0,false
Chevy Chase Village,2,0,2,0,0,false
Chewelah,2,0,2,0,0,false
Chicago Ridge,3,0,3,0,0,false
Chickasaw,1,1,0,0,0,false
Chickasha,4,3,1,0,0,false
Chilhowie,1,1,0,0,0,false
Chilton,2,1,1,0,0,false
China,2,2,0,0,0,false
Chincoteague,1,1,0,0,0,false
Chino,1,0,1,0,0,false
Chino Valley,3,0,3,0,0,false
Chinook,2,0,2,0,0,false
Chisholm,2,2,0,0,0,false
Choctaw,2,2,0,0,0,false
Choteau,2,1,1,0,0,false
Chowchilla,2,0,2,0,0,false
Christiansburg,4,2,2,0,0,false
Chubbuck,2,2,0,0,0,false
Church Hill,3,3,0,0,0,false
Church Point,1,1,0,0,0,false
Cicero,2,2,0,0,0,false
Cincinnati,3,3,0,0,0,false
Circle,2,2,0,0,0,false
Claremore,1,1,0,0,0,false
Clarendon,1,1,0,0,0,false
Clarinda,1,1,0,0,0,false
Clarion,2,2,0,0,0,false
Clark,2,1,1,0,0,false
Clark Fork,1,1,0,0,0,false
Clarkdale,2,0,2,0,0,false
Clarkston,6,5,1,0,0,false
Clatskanie,3,2,1,0,0,false
Clay,2,0,0,2,0,false
Clayton,4,0,4,0,0,false
Cle Elum,1,1,0,0,0,false
Clear Lake,3,3,0,0,0,false
Clearmont,2,2,0,0,0,false
Clearwater,1,1,0,0,0,false
Clemmons,3,3,0,0,0,false
Clemson,2,2,0,0,0,false
Cleveland,6,5,1,0,0,false
Cleves,3,0,3,0,0,false
Clewiston,1,0,1,0,0,false
Clifton,1,1,0,0,0,false
Clifton Forge,1,1,0,0,0,false
Clifton Heights,2,1,1,0,0,false
Clinton,15,6,9,0,0,false
Clinton charter,4,0,4,0,0,false
Clintonville,1,0,1,0,0,false
Closter,1,0,1,0,0,false
Cloudcroft,4,3,1,0,0,false
Clover,1,1,0,0,0,false
Cloverdale,2,0,2,0,0,false
Clyde Hill,2,2,0,0,0,false
Clyde Park,2,2,0,0,0,false
Coalville,1,0,1,0,0,false
Coburg,1,1,0,0,0,false
Cocoa Beach,1,1,0,0,0,false
Coffeyville,2,2,0,0,0,false
Colby,2,2,0,0,0,false
Colchester,6,4,2,0,0,false
Cold Spring,1,1,0,0,0,false
Colerain,2,1,1,0,0,false
Colfax,2,0,2,0,0,false
College Place,1,0,1,0,0,false
Colleyville,3,0,3,0,0,false
Collingdale,2,1,1,0,0,false
Collinsville,2,2,0,0,0,false
Colman,1,0,1,0,0,false
Colonial Beach,1,0,1,0,0,false
Colonial Heights,2,1,1,0,0,false
Colorado City,3,3,0,0,0,false
Colstrip,1,1,0,0,0,false
Colton,2,2,0,0,0,false
Columbia,5,1,4,0,0,false
Columbia City,2,2,0,0,0,false
Columbus,6,3,3,0,0,false
Columbus Grove,2,1,1,0,0,false
Combined Locks,2,2,0,0,0,false
Commerce,1,0,1,0,0,false
Commerce charter,3,3,0,0,0,false
Comstock charter,1,0,1,0,0,false
Concord,7,3,4,0,0,false
Connell,2,2,0,0,0,false
Connellsville,2,2,0,0,0,false
Connersville,2,0,2,0,0,false
Conover,1,1,0,0,0,false
Conshohocken,1,1,0,0,0,false
Converse,1,0,1,0,0,false
Conway,1,1,0,0,0,false
Conyers,1,0,1,0,0,false
Coolbaugh,1,1,0,0,0,false
Coolidge,2,2,0,0,0,false
Coon Rapids,2,2,0,0,0,false
Cooperstown,2,2,0,0,0,false
Coopersville,2,2,0,0,0,false
Coopertown,2,2,0,0,0,false
Coquille,1,1,0,0,0,false
Corcoran,4,3,1,0,0,false
Cordele,3,1,2,0,0,false
Cordova,1,1,0,0,0,false
Cornelius,1,1,0,0,0,false
Corning,5,2,3,0,0,false
Coronado,5,5,0,0,0,false
Corry,2,1,1,0,0,false
Corsicana,2,2,0,0,0,false
Corte Madera,3,1,2,0,0,false
Cortez,2,1,1,0,0,false
Cosmopolis,1,1,0,0,0,false
Cotati,3,0,3,0,0,false
Cottage City,2,0,2,0,0,false
Cottonwood Heights,1,0,1,0,0,false
Council,1,1,0,0,0,false
Council Grove,2,2,0,0,0,false
Country Club Hills,6,5,1,0,0,false
Coupeville,2,2,0,0,0,false
Coventry,5,3,2,0,0,false
Covina,2,2,0,0,0,false
Covington,8,7,1,0,0,false
Coweta,2,2,0,0,0,false
Cozad,1,0,1,0,0,false
Craig,2,0,2,0,0,false
Cranford,1,0,1,0,0,false
Credit River,2,1,1,0,0,false
Creighton,1,1,0,0,0,false
Crescent City,1,1,0,0,0,false
Crescent Springs,1,0,1,0,0,false
Cresskill,2,2,0,0,0,false
Crest Hill,3,3,0,0,0,false
Creston,2,2,0,0,0,false
Crestwood,4,1,3,0,0,false
Crete,3,3,0,0,0,false
Crisfield,1,0,1,0,0,false
Crittenden,2,1,1,0,0,false
Cromwell,3,0,3,0,0,false
Crooks,1,1,0,0,0,false
Crookston,2,2,0,0,0,false
Crooksville,2,2,0,0,0,false
Crossett,2,2,0,0,0,false
Crossville,2,1,1,0,0,false
Croton-on-Hudson,1,1,0,0,0,false
Crowley,3,1,2,0,0,false
Crystal River,3,0,3,0,0,false
Crystal Springs,1,1,0,0,0,false
Cuba,1,1,0,0,0,false
Cuba City,1,1,0,0,0,false
Culbertson,2,1,0,1,0,false
Cullman,1,0,1,0,0,false
Culpeper,3,3,0,0,0,false
Culver,1,1,0,0,0,false
Cumberland,5,2,3,0,0,false
Cumru,2,2,0,0,0,false
Cushing,1,1,0,0,0,false
Custer,1,0,1,0,0,false
Dacono,2,1,1,0,0,false
Dade City,4,3,0,1,0,false
Dalhart,1,0,1,0,0,false
Dallas,1,0,0,1,0,false
Dalton,2,2,0,0,0,false
Daly City,2,0,2,0,0,false
Danvers,3,3,0,0,0,false
Danville,7,4,3,0,0,false
Daphne,3,1,2,0,0,false
Darby,1,1,0,0,0,false
Dardanelle,3,1,2,0,0,false
Dardenne Prairie,4,1,3,0,0,false
Darien,2,0,2,0,0,false
Dartmouth,2,1,1,0,0,false
David City,2,2,0,0,0,false
Davidson,4,2,2,0,0,false
Davison,3,2,1,0,0,false
Dayton,4,2,0,2,0,false
Daytona Beach Shores,2,1,1,0,0,false
De Pere,1,1,0,0,0,false
De Smet,1,1,0,0,0,false
De Witt,2,2,0,0,0,false
DeFuniak Springs,1,0,1,0,0,false
DeKalb,2,0,2,0,0,false
DeWitt,3,3,0,0,0,false
DeWitt charter,1,1,0,0,0,false
Deadwood,2,2,0,0,0,false
Decatur,3,3,0,0,0,false
Decorah,1,1,0,0,0,false
Dedham,1,0,1,0,0,false
Deer Lodge,2,1,1,0,0,false
Deer Park,1,1,0,0,0,false
Deerfield,1,1,0,0,0,false
Defiance,1,1,0,0,0,false
Del City,5,4,0,1,0,false
Del Rio,2,2,0,0,0,false
Delafield,6,6,0,0,0,false
Delano,1,0,1,0,0,false
Delcambre,2,2,0,0,0,false
Delhi,1,1,0,0,0,false
Delhi charter,1,1,0,0,0,false
Dell Rapids,1,1,0,0,0,false
Delmar,4,3,1,0,0,false
Delta,1,0,0,1,0,false
Delta Junction,2,2,0,0,0,false
Demopolis,2,2,0,0,0,false
Denham Springs,1,1,0,0,0,false
Denison,3,3,0,0,0,false
Dennis,2,0,2,0,0,false
Denton,2,2,0,0,0,false
Denver,1,1,0,0,0,false
Depoe Bay,2,0,2,0,0,false
Derby,1,1,0,0,0,false
Derry,3,0,3,0,0,false
Des Peres,2,0,2,0,0,false
Detroit,1,1,0,0,0,false
Detroit Lakes,2,2,0,0,0,false
Devils Lake,1,0,1,0,0,false
Dewey-Humboldt,2,1,1,0,0,false
Diamondville,3,3,0,0,0,false
Dickinson,2,2,0,0,0,false
Dickson City,2,2,0,0,0,false
Dillingham,2,1,0,1,0,false
Dilworth,1,1,0,0,0,false
District Heights,2,0,2,0,0,false
Dixon,4,0,3,1,0,false
Dobbs Ferry,3,2,1,0,0,false
Dodgeville,1,0,0,1,0,false
Dolton,1,1,0,0,0,false
Donald,2,2,0,0,0,false
Donna,2,2,0,0,0,false
Doraville,1,1,0,0,0,false
Dormont,3,3,0,0,0,false
Dorr,1,1,0,0,0,false
Douglas,2,0,2,0,0,false
Douglass Hills,3,0,3,0,0,false
Douglasville,1,1,0,0,0,false
Dover,2,2,0,0,0,false
Dover-Foxcroft,2,1,1,0,0,false
Dowagiac,1,1,0,0,0,false
Downers Grove,2,2,0,0,0,false
Downingtown,2,0,2,0,0,false
Doylestown,1,1,0,0,0,false
Dracut,5,0,5,0,0,false
Drain,2,0,2,0,0,false
Driggs,1,1,0,0,0,false
Dryden,1,0,1,0,0,false
Du Page,1,1,0,0,0,false
DuBois,2,0,2,0,0,false
DuPont,1,0,1,0,0,false
Dublin,6,3,3,0,0,false
Duchouquet,3,3,0,0,0,false
Dumfries,1,1,0,0,0,false
Dunbar,1,1,0,0,0,false
Duncan,4,3,1,0,0,false
Dundee,3,2,1,0,0,false
Dunkirk,1,1,0,0,0,false
Dunwoody,2,0,2,0,0,false
Durango,2,0,2,0,0,false
Durant,4,1,3,0,0,false
Durham,4,1,0,3,0,false
Dutton,2,2,0,0,0,false
Duvall,2,0,2,0,0,false
Duxbury,3,3,0,0,0,false
Dyersville,1,0,0,1,0,false
Eagar,2,2,0,0,0,false
Eagle,2,1,1,0,0,false
Eagle Grove,2,2,0,0,0,false
Eagle Nest,1,0,0,1,0,false
East Aurora,1,1,0,0,0,false
East Bethel,2,2,0,0,0,false
East Bridgewater,5,0,5,0,0,false
East Chicago,5,4,1,0,0,false
East Goshen,2,2,0,0,0,false
East Grand Forks,2,2,0,0,0,false
East Grand Rapids,2,1,1,0,0,false
East Greenwich,6,2,4,0,0,false
East Haddam,2,1,1,0,0,false
East Hampton,1,0,1,0,0,false
East Hartford,2,2,0,0,0,false
East Haven,1,1,0,0,0,false
East Helena,3,3,0,0,0,false
East Hempfield,1,1,0,0,0,false
East Hills,2,0,2,0,0,false
East Lampeter,2,2,0,0,0,false
East Longmeadow,2,0,2,0,0,false
East Lyme,4,3,1,0,0,false
East Pennsboro,1,0,1,0,0,false
East Point,1,1,0,0,0,false
East Ridge,2,2,0,0,0,false
East Rochester,2,1,1,0,0,false
East Rutherford,1,0,1,0,0,false
East St. Louis,2,1,1,0,0,false
East Troy,2,1,1,0,0,false
East Whiteland,2,1,1,0,0,false
East Windsor,3,1,2,0,0,false
Easton,3,1,2,0,0,false
Eastport,2,2,0,0,0,false
Eatonville,3,3,0,0,0,false
Eau Claire,2,2,0,0,0,false
Economy,2,2,0,0,0,false
Ecorse,2,2,0,0,0,false
Eden,2,0,2,0,0,false
Edgemont,1,1,0,0,0,false
Edgewater,1,0,1,0,0,false
Edgewood,1,1,0,0,0,false
Edinboro,1,1,0,0,0,false
Edinburgh,1,1,0,0,0,false
Edison,1,1,0,0,0,false
Edmonston,2,1,1,0,0,false
Edwardsville,3,3,0,0,0,false
Effingham,3,3,0,0,0,false
El Dorado,4,2,2,0,0,false
El Mirage,1,1,0,0,0,false
El Monte,1,0,1,0,0,false
El Paso,1,1,0,0,0,false
El Reno,4,1,3,0,0,false
El Segundo,1,0,1,0,0,false
Eldon,2,1,1,0,0,false
Eldridge,3,2,1,0,0,false
Elgin,6,5,1,0,0,false
Elim,1,1,0,0,0,false
Eliot,1,1,0,0,0,false
Elizabeth,1,1,0,0,0,false
Elizabeth City,2,2,0,0,0,false
Elizabethton,1,1,0,0,0,false
Elk Mountain,2,2,0,0,0,false
Elk Point,1,0,1,0,0,false
Elk Ridge,1,1,0,0,0,false
Elkins,3,3,0,0,0,false
Elko New Market,1,1,0,0,0,false
Elkton,2,2,0,0,0,false
Ellendale,3,3,0,0,0,false
Ellettsville,3,3,0,0,0,false
Ellington,1,1,0,0,0,false
