post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,population_percentile,population_log_scale,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_adjustment,total_priority_score,national_priority_rank,priority_tier,priority_confidence,priority_reason_summary,state_successful_scout_count,state_candidate_positive_rate,state_candidate_rows_per_covered,state_parseable_empty_rate,state_failure_rate,state_score_confidence,scout_coverage_status,candidate_positive_flag,candidate_row_count,later_verification_row_count,failure_only_flag,retry_flag,retry_priority,prior_failure_run_ids,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,score_version,score_stage_disclaimer,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
652,1828,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,52,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_100656,100656,CA,El Cerrito,CITY OF EL CERRITO,municipal,place,25552,2023,1,no,Contra Costa County (06013; primary),0.943520,0.637201,22.792,10.000,18.043,13.079,3.240,5.000,0.000,0.000,72.155,1828,Tier 2,high,population percentile 94.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF EL CERRITO"" CA official website","""CITY OF EL CERRITO"" CA collective bargaining agreement","""CITY OF EL CERRITO"" CA police union contract","""CITY OF EL CERRITO"" CA fire union contract","""CITY OF EL CERRITO"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EL CERRITO (Census government ID 100656; locked municipality ID cog_2025_100656). County context: Contra Costa County (06013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
653,1831,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,53,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_172683,172683,OH,North Baltimore,VILLAGE OF NORTH BALTIMORE,municipal,place,3392,2023,1,no,Wood County (39173; primary),0.741177,0.510430,18.082,10.000,19.353,15.076,4.640,5.000,0.000,0.000,72.151,1831,Tier 2,high,population percentile 74.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,179,0.966480,3.206704,0.033520,0.011050,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF NORTH BALTIMORE"" OH official website","""VILLAGE OF NORTH BALTIMORE"" OH collective bargaining agreement","""VILLAGE OF NORTH BALTIMORE"" OH police union contract","""VILLAGE OF NORTH BALTIMORE"" OH fire union contract","""VILLAGE OF NORTH BALTIMORE"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF NORTH BALTIMORE (Census government ID 172683; locked municipality ID cog_2025_172683). County context: Wood County (39173; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
654,1833,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,54,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_168925,168925,MO,Grandview,CITY OF GRANDVIEW,municipal,place,25436,2023,1,no,Jackson County (29095; primary),0.943295,0.636915,22.784,10.000,15.797,10.173,8.393,5.000,0.000,0.000,72.146,1833,Tier 2,low,population percentile 94.3; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,7,0.714286,1.571429,0.285714,0.222222,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF GRANDVIEW"" MO official website","""CITY OF GRANDVIEW"" MO collective bargaining agreement","""CITY OF GRANDVIEW"" MO police union contract","""CITY OF GRANDVIEW"" MO fire union contract","""CITY OF GRANDVIEW"" MO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GRANDVIEW (Census government ID 168925; locked municipality ID cog_2025_168925). County context: Jackson County (29095; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
655,1834,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,55,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_168623,168623,MS,Clarksdale,CITY OF CLARKSDALE,municipal,place,13850,2023,1,no,Coahoma County (28027; primary),0.902636,0.598750,21.609,10.000,16.122,10.554,8.860,5.000,0.000,0.000,72.145,1834,Tier 2,low,population percentile 90.3; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,3,0.666667,1.333333,0.333333,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF CLARKSDALE"" MS official website","""CITY OF CLARKSDALE"" MS collective bargaining agreement","""CITY OF CLARKSDALE"" MS police union contract","""CITY OF CLARKSDALE"" MS fire union contract","""CITY OF CLARKSDALE"" MS salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CLARKSDALE (Census government ID 168623; locked municipality ID cog_2025_168623). County context: Coahoma County (28027; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
656,1835,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,56,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_160648,160648,AL,Trussville,CITY OF TRUSSVILLE,municipal,place,26770,2023,2,yes,Jefferson County (01073; primary); St. Clair County (01115),0.946246,0.640125,22.877,10.000,15.110,9.633,9.524,5.000,0.000,0.000,72.144,1835,Tier 2,low,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 15.1/20; 3 county relationship(s); unscouted,9,0.555556,1.000000,0.444444,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF TRUSSVILLE"" AL official website","""CITY OF TRUSSVILLE"" AL collective bargaining agreement","""CITY OF TRUSSVILLE"" AL police union contract","""CITY OF TRUSSVILLE"" AL fire union contract","""CITY OF TRUSSVILLE"" AL salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TRUSSVILLE (Census government ID 160648; locked municipality ID cog_2025_160648). County context: Jefferson County (01073; primary); St. Clair County (01115). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
657,1836,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,57,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,municipal,place,20504,2023,1,no,Crawford County (20037; primary),0.930932,0.623382,22.392,10.000,15.729,10.349,8.671,5.000,0.000,0.000,72.142,1836,Tier 2,low,population percentile 93.1; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,8,0.625000,1.750000,0.375000,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF PITTSBURG"" KS official website","""CITY OF PITTSBURG"" KS collective bargaining agreement","""CITY OF PITTSBURG"" KS police union contract","""CITY OF PITTSBURG"" KS fire union contract","""CITY OF PITTSBURG"" KS salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PITTSBURG (Census government ID 164714; locked municipality ID cog_2025_164714). County context: Crawford County (20037; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
658,1837,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,58,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_177175,177175,WI,Merrill,CITY OF MERRILL,municipal,place,9089,2023,1,no,Lincoln County (55069; primary),0.865826,0.572305,20.691,10.000,17.902,11.561,6.987,5.000,0.000,0.000,72.141,1837,Tier 2,medium,population percentile 86.6; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,49,0.979592,2.326531,0.020408,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF MERRILL"" WI official website","""CITY OF MERRILL"" WI collective bargaining agreement","""CITY OF MERRILL"" WI police union contract","""CITY OF MERRILL"" WI fire union contract","""CITY OF MERRILL"" WI salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MERRILL (Census government ID 177175; locked municipality ID cog_2025_177175). County context: Lincoln County (55069; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
659,1838,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,59,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_202707,202707,UT,Springville,CITY OF SPRINGVILLE,municipal,place,35471,2023,1,no,Utah County (49049; primary),0.959790,0.657795,23.358,10.000,15.506,10.311,7.964,5.000,0.000,0.000,72.140,1838,Tier 2,low,population percentile 96.0; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,12,0.666667,1.500000,0.333333,0.000000,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF SPRINGVILLE"" UT official website","""CITY OF SPRINGVILLE"" UT collective bargaining agreement","""CITY OF SPRINGVILLE"" UT police union contract","""CITY OF SPRINGVILLE"" UT fire union contract","""CITY OF SPRINGVILLE"" UT salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SPRINGVILLE (Census government ID 202707; locked municipality ID cog_2025_202707). County context: Utah County (49049; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
660,1839,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,60,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_169197,169197,MO,Branson,CITY OF BRANSON,municipal,place,12897,2023,2,yes,Taney County (29213; primary); Stone County (29209),0.897128,0.594274,21.462,10.000,15.797,10.173,9.708,5.000,0.000,0.000,72.140,1839,Tier 2,low,population percentile 89.7; municipal/place; state evidence low; smoothed yield component 15.8/20; 3 county relationship(s); unscouted,7,0.714286,1.571429,0.285714,0.222222,low,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF BRANSON"" MO official website","""CITY OF BRANSON"" MO collective bargaining agreement","""CITY OF BRANSON"" MO police union contract","""CITY OF BRANSON"" MO fire union contract","""CITY OF BRANSON"" MO salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BRANSON (Census government ID 169197; locked municipality ID cog_2025_169197). County context: Taney County (29213; primary); Stone County (29209). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
661,1841,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,61,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_170500,170500,NY,Gloversville,CITY OF GLOVERSVILLE,municipal,place,14843,2023,1,no,Fulton County (36035; primary),0.908227,0.603097,21.754,10.000,16.739,10.760,7.885,5.000,0.000,0.000,72.138,1841,Tier 2,medium,population percentile 90.8; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,27,0.851852,2.259259,0.148148,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF GLOVERSVILLE"" NY official website","""CITY OF GLOVERSVILLE"" NY collective bargaining agreement","""CITY OF GLOVERSVILLE"" NY police union contract","""CITY OF GLOVERSVILLE"" NY fire union contract","""CITY OF GLOVERSVILLE"" NY salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GLOVERSVILLE (Census government ID 170500; locked municipality ID cog_2025_170500). County context: Fulton County (36035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
662,1842,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,62,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_213242,213242,CA,Coalinga,CITY OF COALINGA,municipal,place,17369,2023,1,no,Fresno County (06019; primary),0.919467,0.612964,22.067,10.000,18.043,13.079,3.946,5.000,0.000,0.000,72.135,1842,Tier 2,high,population percentile 91.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,158,0.943038,2.462025,0.056962,0.042424,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF COALINGA"" CA official website","""CITY OF COALINGA"" CA collective bargaining agreement","""CITY OF COALINGA"" CA police union contract","""CITY OF COALINGA"" CA fire union contract","""CITY OF COALINGA"" CA salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF COALINGA (Census government ID 213242; locked municipality ID cog_2025_213242). County context: Fresno County (06019; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
663,1843,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,63,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_172468,172468,OH,Mingo Junction,VILLAGE OF MINGO JUNCTION,municipal,place,3257,2023,1,no,Jefferson County (39081; primary),0.734826,0.507881,17.960,10.000,19.353,15.076,4.746,5.000,0.000,0.000,72.135,1843,Tier 2,high,population percentile 73.5; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,179,0.966480,3.206704,0.033520,0.011050,high,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""VILLAGE OF MINGO JUNCTION"" OH official website","""VILLAGE OF MINGO JUNCTION"" OH collective bargaining agreement","""VILLAGE OF MINGO JUNCTION"" OH police union contract","""VILLAGE OF MINGO JUNCTION"" OH fire union contract","""VILLAGE OF MINGO JUNCTION"" OH salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly VILLAGE OF MINGO JUNCTION (Census government ID 172468; locked municipality ID cog_2025_172468). County context: Jefferson County (39081; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
664,1844,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23,parallel_lane_3,64,POST-PI-AGGRESSIVE-ROUND-3X300-2026-07-23-LANE3,cog_2025_106799,106799,MN,Champlin,CITY OF CHAMPLIN,municipal,place,22856,2023,1,no,Hennepin County (27053; primary),0.936917,0.630201,22.587,10.000,16.681,10.550,7.314,5.000,0.000,0.000,72.133,1844,Tier 2,medium,population percentile 93.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,25,0.880000,2.000000,0.120000,0.000000,medium,not_scouted,no,0,0,no,no,not_applicable,,no,yes,eligible_new_scout,national_priority_v1_2026-07-22,"Operational heuristic only; not evidence of unionization, departments, source availability, wage levels, or causal effects.",docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,8b653b2ba14fc5e6b2a96a523ed3fe6100a780a8,true,"""CITY OF CHAMPLIN"" MN official website","""CITY OF CHAMPLIN"" MN collective bargaining agreement","""CITY OF CHAMPLIN"" MN police union contract","""CITY OF CHAMPLIN"" MN fire union contract","""CITY OF CHAMPLIN"" MN salary schedule employee compensation plan","municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CHAMPLIN (Census government ID 106799; locked municipality ID cog_2025_106799). County context: Hennepin County (27053; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-aggressive-round-3x300-2026-07-23_lane_3,lane_3,CROSS_STATE_PARALLEL_SCOUT_ROUND,601,900,rank_ordered_disjoint_parallel_lane
