duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-36ddd8a8907587304d84ed7e,RESCAND-7d561076ab9643eddc2c2a24,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-52b638a32c5531a70fad01d2,RESCAND-08d7b80983c9aa71801e938a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-1ced894cfce66dbe9d38e0bf,RESCAND-5d05523b1cf79c52c0b3b389,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-33e8a7113b788bb245d8f919,EXTCAND-873aa0c23bd69c45a09e169f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-9dc8aa3b1b05442464c567fb,EXTCAND-b7a9f9061c8ebd6ec3506730,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-88583cacc122c4caa1548590,RESCAND-fccc9068ec9cdafffbd925da,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-60464a168b0df4c37f497a95,EXTCAND-aa42f9e7575cc07cd6154486,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-5f9f6841f0f3016504d7be2b,EXTCAND-3dd0cafe221eb278ad7223f2,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-826db4a87f965aa59678f05c,RESCAND-22d24378f628964e8058c424,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-cc2d3489014174a82d70b53d,RESCAND-01263b292dd77636ab9a79d5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-4dfc14bfa6a1b445e856c867,RESCAND-23835d482412b8967458ae85,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-4cc50fa674cc053c9671ca7d,RESCAND-4cc50fa674cc053c9671ca7d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-5c41412d903ecb1392000a47,EXTCAND-50ae315901e4fe1e23b97fa6,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-9dc8aa3b1b05442464c567fb,EXTCAND-b7a9f9061c8ebd6ec3506730,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-88583cacc122c4caa1548590,RESCAND-fccc9068ec9cdafffbd925da,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-6f67434c6be1262d179a9129,RESCAND-6f67434c6be1262d179a9129,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-f4a0c1158bd53b24b0017a23,RESCAND-5949ed7463d58a51e0e2eca7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-39a5a22763dfef1a236798ef
RESCAND-fef6d753cb2ee5c0434475f2,EXTCAND-f7ee1cbe25e9fab705613cc4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-e44f9edcd9e5b9d4ea947f83,RESCAND-be2caa1dcda7d07c9e216ccc,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-c559b241ae6f39e7c4ca039f,EXTCAND-82f9b5e77f4aab0e1594571d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-02fdcb90222d1da0dcc29b64,RESCAND-c52fe54a711e6f7e8e5bb69f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-6ddcd70a9843d57c2e8008d8,EXTCAND-afbe616ab4dbf4dafd4b7291,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-7300a81732ffc37020d24b87,RESCAND-7993588bb39aca36bfd0ffe1,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-5b880877d4d3d0e2680b8877,EXTCAND-6a09c07c2852d6f256681dce,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-276899df0db29d2026c934dd,RESCAND-50d7d6144df51c58966266a4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-5ed14ea9cae736971b025ce2,EXTCAND-9488a406a52024fd12cd232a,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-38a8750f3bff8714582e1771,RESCAND-361e843c1e06644f4b49faf3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-4747e31ae3eb482d20f73fb5,RESCAND-70a8b9316a2ec15b1a722433,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-7521b5a3aa8a716b04ec0645,EXTCAND-52d41d60c473c500b441fbb3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-7e943c0e0cba4f9bc2309e0f,RESCAND-7e943c0e0cba4f9bc2309e0f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-42b04abf335963ea1fbb0a88,EXTCAND-14600c3028164b9a6774a0bf,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-cbbf31f5dbd17658673d3fce,EXTCAND-dc2362b60e4354f932a324e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-963171003ea862126c0709fd,RESCAND-92647fe4e4cdf5c52bb084fa,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-089c60671a4f1a7db68f7c79,RESCAND-f4173c8e683a65dcebcd7ade,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-9b22cc6b1d00ead17aed5c9b,RESCAND-0e2e489aa243ab2de494f658,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-3a19a7c08fb29dbdfabf29e2,RESCAND-1185ca541d329b0246d70e25,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-b226ac925f02b46bfd4f497c,EXTCAND-d44f626c4ec1d705af588e86,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-c0544084f50b01edb128ebf8,RESCAND-a7a057d57d3dcf75c18cdec0,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-997a90f2337e9ed3ffe36b95,RESCAND-4fd031b1dd502bdca47e0cb5,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-771f50cb798c446a25210f5f,RESCAND-495cd7be72f0b4b9b586a92c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-12114739c2880a4cc69d4575,RESCAND-12114739c2880a4cc69d4575,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-06887f3e79370d2906a50a81,RESCAND-66d7596914576a21f1541b05,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-3ef29a44bfb55366e8e09666,RESCAND-c9d568aee20548dfec13283e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-14b599756badb31766a36d46,RESCAND-e8a35115b5fc1f0fa23d235a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-d392bf8df9adfa05a6299218,RESCAND-d392bf8df9adfa05a6299218,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-ad3fb22256c77404da887a7a,RESCAND-92c3c2d6636baee786b6bdac,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-241f4c1e24ec8d344dae5b92,RESCAND-241f4c1e24ec8d344dae5b92,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-923dfe00ab2444cf9e991a5f,RESCAND-923dfe00ab2444cf9e991a5f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-c968352731ad470192c2c91a,RESCAND-9eda44604fa95c9f82d25d7b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-604c3f135a9fb942b9e022b3
RESCAND-9e9f78f0bdc8d622c3d87f59,RESCAND-d632339845b6f1dcbe4c9f02,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-180719bbf839d900b8ed7d94,RESCAND-f2b25bf64ce5873f1439ddab,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-b369c740cd0166d88b3fb767,EXTCAND-72aed5f353ce8778ca10ecbc,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-e4a555253e0259420ac4f3b3,RESCAND-67d48afe9031e1bb02f02a5e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-479a22117e4f5b0ba4d7a4a6,EXTCAND-dd7bbe586025931eccaa8ecb,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-7b3311da9ad83ba0c23aad95,EXTCAND-28543c947e6f5ba203546d51,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-7f438efb06cd40b47420e7a6,EXTCAND-4be00bb291267fbf70954c26,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-11a5a1bb775256209257db92,EXTCAND-69cf48c6e750b8129a54e6e5,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-b39479aad0f03f072e10227e,EXTCAND-b9a9f84141e19903d6a44a16,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-0fc19dc0d47dc8012cda0f6e,EXTCAND-6a09c07c2852d6f256681dce,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-c2f3a1d6cd7d082934b169de,RESCAND-766ad66f0c841780bec6f206,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-0bb5aaccbc39d528d333e2bf,EXTCAND-dc2362b60e4354f932a324e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-387bfc57858eeab494dde2d9,RESCAND-52f0957d39b98e4e40f0d939,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-a4f0950af1d3829f6d03c000,RESCAND-9eb4df3b418c1e23a025dbfe,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-1920c0b651eab2f00a14855e,RESCAND-d392bf8df9adfa05a6299218,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-e5d270a16fffbb74ce546f17,RESCAND-2fe8ebce0a551e53040485db,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-0221a46b5c342281a23cf78a,EXTCAND-c6d6cb5325a4d8a3d245b595,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-78f5ce8e59e8f193d313b797,EXTCAND-d44f626c4ec1d705af588e86,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-aaf41903ef5219ddc6a7d1bb,EXTCAND-549abc0facd406f6ebac127f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-1bc20a89df34726be370d789,EXTCAND-a618ede488b80279b02f8211,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-e9fdd5fe9d8ae6383f996310,RESCAND-c52fe54a711e6f7e8e5bb69f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-64fe8092c30e40661b731165,EXTCAND-f7ee1cbe25e9fab705613cc4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-010d359bbc783554d9cbf7af,RESCAND-3fd4af02252062d6d7d667ab,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-27ade27d1845ec366b9a8abc,RESCAND-923dfe00ab2444cf9e991a5f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-247e87fde7b16288ee7b243f,RESCAND-9eda44604fa95c9f82d25d7b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-a3cab967ac83a29320d91850,RESCAND-1a1fcb99df75e553f8e416e9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-f9e42e6a0c32d8bbb5cff2ca,RESCAND-b2b1f909f68be254d0f6ab18,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-e9fdd5fe9d8ae6383f996310,RESCAND-c52fe54a711e6f7e8e5bb69f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-010d359bbc783554d9cbf7af,RESCAND-3fd4af02252062d6d7d667ab,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-9efabb443670aa6da94b000b
RESCAND-f533675525034f629829d767,EXTCAND-3f10154dae34040c7f195403,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-a490343c77c92491dbdd717b,EXTCAND-72aed5f353ce8778ca10ecbc,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-9764dfe5c4c1afaa5414e042,RESCAND-4bbdd7c016dc445e25e16cae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-b4522cd8c984239621d83a8a,EXTCAND-82d522a8a9e4458cab289f90,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-57b7b500da665992cd3591ea,RESCAND-4f86dcb812b140bc1db6761e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-e680bb91cf724476e75fb633,RESCAND-eb77e004e217b524595e2e5e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-845fbc72d3842a252a3d132a,RESCAND-d632339845b6f1dcbe4c9f02,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-305033beb9c6bc1cc2ee9403,RESCAND-be2caa1dcda7d07c9e216ccc,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-5bffb2578ddcf267d490e3cf,RESCAND-c52fe54a711e6f7e8e5bb69f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-88a749dae6d4983a3a7a5d1b,RESCAND-6716ca53a70c3c751bcb280c,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-e548c74f5ab9f55e2edaa26a,EXTCAND-28543c947e6f5ba203546d51,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-1ef5d756dd717db16fbdcf67,EXTCAND-309230421c3a638d0681ce60,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-9dd0ee49a674418048a5442a,EXTCAND-e74948cd19c5c65ec0accb8d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-170a93ac33a55c827cb44664,RESCAND-3497bd19d068fb98edd78547,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-8898de6f638369ffe69d6372,EXTCAND-6a09c07c2852d6f256681dce,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-378de1110c0995e45b481482,EXTCAND-dc2362b60e4354f932a324e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-e1d61c815c2696b3a7b56cc6,RESCAND-92647fe4e4cdf5c52bb084fa,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-b4d850bbb0a92618b844b479,RESCAND-cb15a0c84a4fcc429efe9c2e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-9fdb0770d1aa7882aa0f3e59,EXTCAND-c6d6cb5325a4d8a3d245b595,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-4a544897fa4c50a496612cb9,RESCAND-cb88f5c9313d2daaeac6e2c6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-3c821b93264f3ba6c8a7387d,RESCAND-a0270650c1d8261e07111f16,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-ad675e93c4fed8dcff535eea,EXTCAND-d44f626c4ec1d705af588e86,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-1b08411e7a22c3da7d3e9b49,EXTCAND-f7ee1cbe25e9fab705613cc4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-385793d94841b03d0252fca3,RESCAND-52f0957d39b98e4e40f0d939,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-a6eb5b28ef98c060e63e0f9a,RESCAND-923dfe00ab2444cf9e991a5f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-91dcff5077289bb19008bb48,RESCAND-351795afaa9b31472bf1d707,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-cc1fd5e819be79de8234fd6d,EXTCAND-ddb8b8079ab194a63b19b804,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-4fd0db3b5ca57a009efebd32,RESCAND-a529eb3a2be786d52cffc6a9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-f4b3a0185a7977df2a2b01a1,RESCAND-7993588bb39aca36bfd0ffe1,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-deb7c3d905ee7d7ddcf6522e,EXTCAND-caa7bc7d91239af64bfece78,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-f239c5299e3062bf7dc3b1eb,EXTCAND-4109918d172f2469e3a5a7bd,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-7fdfe89348bed540b7893fc9,EXTCAND-f515b5b08f168aedf4216b7e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-02692303732c01a3f2a8cca3,EXTCAND-e6f714d6c0d988b064fb529e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-c099aad84075709f9353c13e,EXTCAND-0e350e2cfb9403687dcbb726,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-c626cce8e0146536177466ac,EXTCAND-14fbd11b268dd9a19dc0196b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-fa106a1e99d8f468d7c5144f,RESCAND-000d14f4f63b1ace812985a6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-4e877306c3d61a587fbec6ca,RESCAND-fcb888b6ca5997066001055f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-ab96d83ec915c9a98a088dad,EXTCAND-58ee1bb0718e5844335c202d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-1b08411e7a22c3da7d3e9b49,EXTCAND-f7ee1cbe25e9fab705613cc4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-f533675525034f629829d767,EXTCAND-3f10154dae34040c7f195403,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-9764dfe5c4c1afaa5414e042,RESCAND-4bbdd7c016dc445e25e16cae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-845fbc72d3842a252a3d132a,RESCAND-d632339845b6f1dcbe4c9f02,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-b4522cd8c984239621d83a8a,EXTCAND-82d522a8a9e4458cab289f90,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-5bffb2578ddcf267d490e3cf,RESCAND-c52fe54a711e6f7e8e5bb69f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-6d40859be14ea3871b01c047,RESCAND-6d40859be14ea3871b01c047,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-a0615cd6865dc0fa75eea32f,RESCAND-a0615cd6865dc0fa75eea32f,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-378de1110c0995e45b481482,EXTCAND-dc2362b60e4354f932a324e3,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-11465f5205eafde8ef6ce4ff
RESCAND-ac6e8f2423f4cb96e2b142dd,EXTCAND-3f10154dae34040c7f195403,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-aee22d34b09864caf3cd0273
RESCAND-4bbdd7c016dc445e25e16cae,RESCAND-4bbdd7c016dc445e25e16cae,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-aee22d34b09864caf3cd0273
RESCAND-a53da5a578bfd3d923adda9f,EXTCAND-79c9d21547c4359c980bb1f0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-aee22d34b09864caf3cd0273
